roi_a_idx,roi_b_idx,dist_um,noise_corr,signal_corr,total_corr,cx_a,cy_a,cx_b,cy_b
636,1099,41.21866029293496,0.45816606,0.3174634,0.10173569,376.5229,54.16461,381.7832,13.2829895
3,15,33.26122935313625,0.45770532,0.20518039,0.015199255,-456.3474,-109.46719,-443.10037,-139.97662
774,966,22.23443674213743,0.4571227,-0.21890171,0.13547009,533.3905,149.25247,548.84766,133.26978
410,450,26.67291190742848,0.45706058,0.13321182,0.39864522,104.58362,304.67133,128.14355,317.17627
1256,1265,15.356895171400582,0.4570393,0.49627054,0.4553569,519.71985,369.03577,534.70154,365.66187
161,1286,43.22129998477401,0.45696145,0.44396666,0.24997522,-228.90753,67.215576,-244.89044,27.058044
1195,1318,49.65610248126951,0.45649886,0.49381238,0.3094466,561.03564,-104.108826,593.6195,-66.638565
1290,1321,13.229344358012147,0.45611164,0.54011416,0.3609052,-468.00974,-128.74223,-474.16556,-117.03235
1136,1290,25.613170280841747,0.455964,0.442247,0.16359846,-442.39755,-128.5173,-468.00974,-128.74223
22,852,16.788692459636664,0.4554106,0.69674236,0.22990997,-436.5345,60.884186,-448.8875,49.5148
620,621,17.747694332523256,0.4552884,0.4997466,0.29007173,379.63226,-210.34586,381.75226,-192.72523
321,322,46.1331345323649,0.45468658,0.32513288,0.3181659,-19.769623,327.50543,-0.24813843,369.3047
388,823,34.04197804196525,0.45462558,-0.1129698,-0.016775198,111.1048,-135.55339,81.9834,-153.18292
406,951,17.10491539469422,0.45431137,-0.09425427,0.21657856,110.16107,238.99734,99.66406,252.50256
764,1318,49.039578440190276,0.454187,0.5933435,0.47732055,544.71655,-70.296616,593.6195,-66.638565
675,676,44.84600957737782,0.45380843,0.07803046,0.20244147,410.35883,129.25452,406.06665,173.89465
669,892,40.791497851437626,0.4533062,0.042213228,0.2814629,438.2978,35.150543,403.09595,14.540436
1131,1152,24.93952859682943,0.45324442,0.41958112,0.105354786,57.739685,349.90643,82.526855,352.65894
745,948,38.76600631913983,0.453137,0.7040121,0.27959165,494.17468,162.9425,532.62537,167.87689
759,1297,44.95864242681376,0.4526021,0.007304337,0.17300312,549.67896,-181.72203,594.2312,-187.75336
607,642,34.77952597219383,0.4520853,0.3936202,0.26296946,330.11176,100.3978,362.64,112.70746
929,1056,45.62394507618515,0.4517884,0.021270404,0.20498265,400.92517,-34.053207,360.94904,-56.04077
618,620,15.133240345515834,0.4517144,0.47976997,0.1996612,371.25098,-197.7455,379.63226,-210.34586
296,1083,17.98726361823161,0.45116967,0.16359307,0.4433498,-20.091125,-211.96991,-36.18524,-203.93741
3,1321,19.357631276970356,0.45042455,0.39528432,0.257317,-456.3474,-109.46719,-474.16556,-117.03235
336,835,18.391441013066306,0.4501611,-0.054207258,0.3112438,9.652435,-2.9965515,7.52063,15.27092
695,892,36.49088185568261,0.44984436,0.4114586,0.18860322,439.2041,9.269226,403.09595,14.540436
838,1131,18.87730420906559,0.4497376,0.6107516,0.03772173,43.980347,336.9823,57.739685,349.90643
725,727,41.51721687042407,0.44969058,0.1985854,0.16502918,508.98615,-159.79039,485.02228,-125.887405
55,56,48.53003201599984,0.44880974,-0.27684265,0.02079854,-352.60074,-202.14793,-332.26346,-158.08481
775,987,49.264383992450966,0.44804588,0.52052635,0.105884045,539.63403,179.83618,588.26025,187.73999
881,1054,36.20460439577571,0.4478795,0.23422869,0.14219019,-233.36403,168.9401,-199.59763,182.00162
381,1000,33.34922348960932,0.44762948,0.4501227,0.20436306,65.86255,327.8656,84.46741,300.18835
505,1164,34.12903746304575,0.44722313,0.92634016,0.045557056,222.23517,146.81543,255.6112,139.68582
223,1026,38.87977330443415,0.44716176,0.6272542,0.3960337,-155.28821,157.0842,-128.40723,128.99417
65,1232,9.436932662632337,0.44656846,0.43670887,0.20242083,-343.94153,93.70441,-342.59747,84.36368
698,1274,47.04180238853588,0.44631416,0.07675548,0.1337061,471.41595,66.85333,508.48602,95.81436
636,637,25.106638663223023,0.44613323,0.17571673,0.26173759,376.5229,54.16461,400.2414,62.397217
224,832,45.16793784471049,0.4459718,0.41803473,0.15042001,-132.59335,162.12369,-122.31714,206.10712
306,975,16.26453480656491,0.44582593,0.5887018,0.080268905,-15.849548,34.248627,0.39520264,33.446655
815,1063,40.77645280842956,0.44515178,0.02072551,0.02652019,-315.59338,174.306,-274.9494,177.59018
361,387,37.049674683991874,0.4447178,0.8729325,0.08579481,54.988342,-116.75309,91.17731,-124.69269
95,96,28.645025409843214,0.44450668,0.3806223,0.16485932,-278.30322,155.30151,-302.891,140.60529
721,1248,27.717379517379076,0.44397175,0.5258692,0.49649638,455.2414,327.59766,447.76562,354.28784
721,930,41.14403796147004,0.44379348,0.26793867,0.4358303,455.2414,327.59766,495.3932,336.57904
463,464,32.58847733096077,0.44371477,-0.1332832,0.08633654,167.30981,-24.10112,190.06226,-0.77012634
214,215,13.377119115560776,0.44310805,0.4345627,0.17542036,-130.26059,-20.625076,-122.08618,-10.036102
12,1278,29.883975919752206,0.44310376,0.6844852,0.2754731,-421.78986,-203.0206,-448.05774,-217.27017
230,265,34.760053210122585,0.44308951,0.5411032,0.11107039,-145.70691,263.79138,-116.09027,281.98798
605,637,48.872681340258595,0.44303843,0.4083916,0.30830607,359.28497,89.06387,400.2414,62.397217
555,932,46.11329692609465,0.44193864,0.79997617,0.2509489,281.7608,-31.615936,239.75989,-50.651672
466,806,17.03300177397519,0.44161934,0.7300362,0.17681308,188.1153,22.015808,199.87878,9.697388
559,938,46.51270210514389,0.44128957,0.28720814,0.22627138,310.40863,29.42218,280.86035,65.34335
749,1302,49.37306486786091,0.44114104,0.0004447333,0.166779,509.9922,248.18274,484.05603,206.17065
183,184,24.00759434537373,0.44038087,0.7502563,0.2527458,-170.29202,-18.906769,-194.26587,-17.634262
716,1250,13.123087262136757,0.4393831,0.5898155,0.4297967,437.27472,250.0888,430.61267,238.7825
506,1300,30.80545362854748,0.43933553,0.4109102,0.4194126,223.34021,154.34259,205.18378,129.45645
298,299,17.346791661384636,0.4391589,-0.013003646,0.2585535,-10.645325,-128.66568,-2.4075928,-113.39967
112,988,12.528647506877235,0.43880954,0.34477824,0.2867766,-239.53818,-216.72713,-235.04387,-228.42192
643,1093,29.51554565776525,0.4386442,0.13779978,0.046542075,379.47565,148.26016,358.5749,169.10065
1093,1111,21.294413281752263,0.43840754,0.37105805,0.23661207,358.5749,169.10065,379.75488,171.30518
660,682,21.302751691456557,0.4381699,0.32101986,0.3474151,416.6494,-164.49583,437.0539,-170.61665
419,970,46.201449985379305,0.43792313,0.92956716,0.08038815,148.07318,-109.93058,176.80688,-146.10997
854,1093,34.73338061819526,0.43792042,0.38824493,0.14743662,324.19568,174.04813,358.5749,169.10065
299,300,39.26220338034618,0.43767464,0.23890026,0.21472098,-2.4075928,-113.39967,-33.479065,-89.39792
576,578,45.90303915470483,0.43693566,0.21627757,0.25393143,289.42908,265.91214,301.42603,310.21973
337,797,42.36583968971666,0.4368376,0.42366123,0.1261583,31.109863,36.84268,72.336914,46.599457
126,1303,45.9730366544562,0.4366527,0.24235122,0.16514033,-251.4115,3.5517883,-238.00717,47.527283
1021,1116,27.166208669981195,0.4365751,0.0379702,0.1672679,309.15442,89.73508,282.6953,83.57727
633,666,46.39470544989563,0.4364782,0.365565,0.29192102,380.6167,24.1138,404.5932,-15.605164
376,405,49.59229813684825,0.4364157,0.2839621,0.23591955,75.644104,253.46252,116.33307,225.11108
894,918,46.72681919574397,0.4359136,-0.48171952,0.12265549,518.64655,-115.04562,478.6905,-139.27184
1194,1226,27.95415106385025,0.43580285,0.12978613,0.21695653,-297.6518,335.93518,-271.56808,325.8816
124,157,18.910180662925075,0.43541956,0.4698087,0.31604037,-255.84511,-26.785599,-242.39244,-13.495728
478,845,33.0083096170094,0.43538153,0.45571345,0.21833554,200.86572,207.58023,233.50354,212.5119
564,568,45.00400178446744,0.43529218,-0.029695805,0.11300523,308.39404,161.79446,293.84192,204.3808
791,847,25.181437830699046,0.434347,0.08811215,0.24139741,573.9806,130.34473,599.1372,129.22693
723,726,32.03656502577708,0.4341947,0.61992174,0.24983165,494.49573,-209.92989,475.52222,-184.11618
643,1111,23.046705112417065,0.4337719,-0.54889303,0.08169513,379.47565,148.26016,379.75488,171.30518
184,185,48.8353882798457,0.43336904,0.79295844,0.28437164,-194.26587,-17.634262,-201.67505,30.635803
57,58,19.399740982715574,0.4331528,0.58891624,0.29181242,-350.39246,-109.91844,-336.72467,-96.15103
676,1111,26.438882484147832,0.4324853,0.45031482,0.123801544,406.06665,173.89465,379.75488,171.30518
594,1155,8.499191317422849,0.43233514,0.40795806,0.1897536,319.43903,-57.96953,321.46753,-49.715958
637,669,46.8045995044092,0.43225235,0.31123832,0.38387805,400.2414,62.397217,438.2978,35.150543
450,859,28.968957624673862,0.4321506,0.26496884,0.3330644,128.14355,317.17627,120.53827,289.22345
94,133,46.71619081217948,0.43207198,0.23078565,-0.0008639499,-289.7486,141.0752,-255.98296,108.79077
3,1136,23.611549487418564,0.43197507,0.6033635,0.3091079,-456.3474,-109.46719,-442.39755,-128.5173
547,1292,20.206348172319235,0.43180585,0.31791708,0.21694759,309.8247,-210.79367,291.14392,-203.09142
859,1000,37.70061284814634,0.43137228,-0.1471693,0.30503538,120.53827,289.22345,84.46741,300.18835
486,1172,17.315520149008854,0.43092152,0.1538323,0.20989051,216.11499,-169.28204,221.52948,-152.83484
795,1282,31.638289523762385,0.43022156,0.6640369,0.36585054,-288.56015,210.55365,-270.4081,236.46667
798,1000,13.275133240861974,0.43006226,0.29894832,0.05748037,76.67676,289.43964,84.46741,300.18835
548,583,20.742564183387074,0.42962724,-0.27766296,0.21687703,319.0453,-188.0144,337.15057,-177.89252
797,1134,20.1050931519742,0.42953897,0.22913815,0.24827345,72.336914,46.599457,75.56488,66.443726
240,268,44.10852477413487,0.42931247,0.17932905,0.25003916,-97.89496,-186.22614,-57.98645,-205.01105
1093,1144,10.998125096000432,0.4292815,-0.0962214,0.1981863,358.5749,169.10065,360.6623,158.30243
398,436,37.888704277642965,0.4290719,0.14517978,0.09223271,113.20996,112.7446,137.95093,84.04898
617,1076,36.51507726955511,0.4289912,0.8601003,0.20105378,333.15125,322.3075,332.656,285.79578
18,20,46.54040306439716,0.42874783,0.1930605,0.25591257,-394.91513,-81.66495,-439.1261,-67.12537
69,71,43.60958681523678,0.4281906,0.26960468,0.20665942,-321.5302,185.48193,-311.75107,227.98093
170,816,13.319585829326845,0.4275341,0.54710287,0.47193986,-216.21616,207.37311,-203.82419,212.2568
560,875,49.80290973412281,0.42740557,-0.16363573,0.2131709,280.0559,35.500854,233.59467,53.43637
1109,1234,45.176462787717064,0.42731044,-0.11130148,0.0738746,131.13824,-111.45256,104.78479,-74.759125
443,1120,37.30601937303125,0.42689437,0.17989597,0.10248511,131.58661,168.11975,158.16656,194.29694
364,831,37.87753449706061,0.4265496,0.5439562,0.1241648,56.95294,-40.380493,75.42029,-73.451096
618,659,38.77062338564238,0.4259676,0.5170397,0.024486577,371.25098,-197.7455,405.38934,-216.12302
575,578,38.464960199200924,0.42582548,-0.15833162,0.28319794,306.088,272.03833,301.42603,310.21973
875,888,44.2651417998887,0.4254104,-0.2612358,0.14027634,233.59467,53.43637,233.35272,9.17189
171,997,19.46055020646039,0.4254037,-0.19385755,0.2701056,-215.4874,263.62207,-196.87436,269.30255
954,987,43.06134987877351,0.42501086,0.43628848,0.13225791,561.9341,221.81656,588.26025,187.73999
89,1097,17.281139113070882,0.4245717,0.35049024,0.22174165,-301.43243,80.80026,-306.63272,97.280396
575,616,35.09643970481649,0.42425355,0.2877905,0.15960331,306.088,272.03833,340.2719,264.08716
694,735,42.23742682057697,0.42402458,0.4015717,0.4175625,457.16193,12.236786,495.6278,29.683167
683,840,26.572957000952364,0.42397183,0.14140931,0.25860462,454.70038,-171.96155,440.73553,-149.35391
423,986,29.137481483822885,0.42355126,0.7541644,0.12494677,130.906,-80.306076,159.25928,-87.0206
194,224,45.64198838049484,0.4228,0.40104914,0.21849285,-175.51633,177.64172,-132.59335,162.12369
513,974,45.5727349987431,0.4226081,-0.07878359,0.20725067,267.78577,-206.9704,225.89746,-189.01924
646,1197,33.27119331222754,0.42257524,0.8378556,0.27720952,366.04785,207.55032,393.15747,226.83868
723,1011,38.41455340171475,0.4225729,0.7454935,0.3927918,494.49573,-209.92989,519.67865,-180.9213
445,1120,22.054376971760952,0.42256087,0.03611306,0.23812051,160.7063,172.38928,158.16656,194.29694
268,1065,25.550256689223303,0.42237967,0.2782568,0.20354341,-57.98645,-205.01105,-38.15335,-221.11893
1,3,28.006439521903317,0.4223631,0.8488471,0.4146812,-458.73502,-81.56271,-456.3474,-109.46719
797,1057,40.87287725493026,0.42216554,0.51978666,0.40081468,72.336914,46.599457,57.5661,84.71002
502,1017,42.64452595032396,0.42189103,-0.27989405,0.1431909,216.4654,65.11127,203.78186,24.396606
803,1079,19.407813327318785,0.42177126,-0.052029062,-0.02119259,482.82928,93.55557,479.48145,74.43869
126,129,33.631742890171466,0.42175597,0.5813492,0.27205172,-251.4115,3.5517883,-265.0691,34.285553
86,910,37.40421931054037,0.42172086,0.57860696,0.2100418,-282.15906,-44.08145,-246.29651,-33.453506
152,958,23.603925668472503,0.42126483,0.7305518,0.18597876,-218.14777,-27.587524,-197.9813,-39.853683
583,1158,35.23243126577513,0.42090356,0.19604416,0.26723075,337.15057,-177.89252,306.88464,-195.92853
548,582,49.90410395046941,0.42043415,0.362502,0.37594068,319.0453,-188.0144,355.82367,-221.74525
572,1095,38.92241742614852,0.42015883,0.51921767,0.27138418,286.7777,231.66052,325.0536,224.5957
1250,1315,49.08342644727026,0.42015433,0.5864759,0.21693403,430.61267,238.7825,471.30103,266.23502
552,1137,36.67500428289058,0.41978943,-0.17317177,0.07143883,278.51562,-105.355865,260.4693,-73.42804
224,1032,34.96469642072525,0.41963077,0.11419496,0.1983417,-132.59335,162.12369,-114.19714,132.38971
409,450,48.4944264925469,0.41925007,-0.2478667,0.15513222,112.688965,271.21036,128.14355,317.17627
505,534,37.804477590371626,0.41916358,0.5226573,0.14180651,222.23517,146.81543,239.53864,113.2034
425,1109,20.832378651635374,0.41911206,0.5580318,0.08764426,139.79517,-92.50406,131.13824,-111.45256
612,614,17.802123448100524,0.41897267,0.041508604,0.15362345,345.99542,223.89545,351.052,240.96432
543,576,38.04606832427764,0.41846514,0.017168311,0.16622072,269.75024,298.47357,289.42908,265.91214
534,1300,38.005499431251046,0.41836184,0.15760498,0.3743312,239.53864,113.2034,205.18378,129.45645
596,1056,42.19659090577531,0.41827896,0.33819538,0.31504667,349.5044,-15.425842,360.94904,-56.04077
936,1001,20.769971392848124,0.41821355,-0.3534715,-0.00078007195,158.41321,24.943634,145.1867,8.929535
836,972,30.860491932697922,0.41821235,-0.30827308,0.2841853,576.89197,171.1654,576.2637,140.31131
924,1318,33.9178933354843,0.4177222,0.5227098,0.38801107,565.41833,-47.794006,593.6195,-66.638565
660,840,28.45029011427736,0.41751453,0.07110568,0.25775063,416.6494,-164.49583,440.73553,-149.35391
859,1228,28.257067233243628,0.4173268,0.5016374,0.18315911,120.53827,289.22345,148.71802,287.13452
231,1029,39.79428178027879,0.41663015,0.7013735,0.06942287,-123.60077,271.7287,-121.11621,232.01205
299,1038,25.97834481118077,0.41653997,0.582924,0.14811389,-2.4075928,-113.39967,2.5196838,-138.90646
489,522,38.73680893820946,0.41602558,-0.2457347,0.2206636,225.51306,-123.19848,263.94373,-128.05898
658,1102,34.79929633344318,0.4159994,-0.25092018,0.12660725,416.75195,-202.68153,444.4845,-181.66019
307,976,23.715233191848313,0.41599563,0.45005345,-0.032509994,-1.7929688,69.05145,15.237427,52.547577
826,1121,35.25291361482541,0.41551247,-0.1297842,0.20385198,79.41284,87.5708,46.71875,74.38504
574,1095,32.08707686172612,0.41549623,0.2572876,0.1154463,303.30823,248.19061,325.0536,224.5957
190,225,48.013758248572415,0.4153944,0.18485837,0.3366783,-171.68683,146.62811,-142.07251,184.42114
733,1107,22.9705752422781,0.41483918,-0.17752999,0.21949507,502.04895,-19.043427,519.6105,-4.236664
577,1215,45.07523583656366,0.41376087,-0.33071205,0.15275526,290.81183,307.49042,260.27197,340.643
548,1158,14.509122190716246,0.41373748,-0.06692064,0.16914752,319.0453,-188.0144,306.88464,-195.92853
785,1224,40.0638415908689,0.4136315,0.6276685,0.3218099,595.7134,250.20581,600.7328,289.95398
765,842,14.139197747647598,0.41362646,0.73960197,0.22666042,533.68445,-61.485962,519.69824,-63.560318
71,102,45.36373493818813,0.41351008,-0.23056747,0.17702332,-311.75107,227.98093,-297.4537,271.03268
712,715,43.047813577034425,0.4132799,0.7522112,0.16067922,452.9029,235.9707,441.7588,277.55103
605,1291,41.44980115705346,0.41306067,0.047333375,0.3356132,359.28497,89.06387,356.4369,130.41571
148,873,48.75432632671205,0.41196883,0.28597984,0.1641541,-191.84958,-116.83856,-166.47226,-75.20953
374,1245,11.535419021904978,0.411752,0.39281732,0.30525783,67.20471,232.38287,65.60669,243.80707
605,634,24.96198718866648,0.41152975,0.2529278,0.3732349,359.28497,89.06387,379.81274,74.86136
755,1031,23.708474277097014,0.41134787,-0.06416534,0.19152167,563.8884,-217.73842,585.6566,-227.13191
110,144,34.97749075594161,0.41107237,0.65558785,0.3551633,-254.7801,-223.94621,-219.94006,-220.84842
221,1026,20.984628628480127,0.4108705,0.5057246,0.18956064,-133.85971,108.730286,-128.40723,128.99417
1102,1166,11.629438654289785,0.41071644,0.4398678,0.08819124,444.4845,-181.66019,437.79364,-191.17209
15,1290,27.325590190122345,0.41058484,-0.047804758,0.17295547,-443.10037,-139.97662,-468.00974,-128.74223
592,629,46.68994390030111,0.41055027,-0.39561155,0.011638804,341.6964,-36.144623,373.7848,-70.0605
306,338,48.91779361167812,0.41042617,-0.17456533,0.18838567,-15.849548,34.248627,19.294098,68.276184
17,1136,42.66699380677745,0.40980637,0.4062248,0.31795332,-406.3155,-151.28915,-442.39755,-128.5173
884,920,43.87882101526458,0.40968585,0.015638757,0.07352306,294.74792,335.51196,317.94623,298.26697
641,643,21.019981395407978,0.40944847,0.1651721,0.05639815,376.8432,127.40567,379.47565,148.26016
463,1295,25.298572560804,0.4089482,0.041688025,0.31250393,167.30981,-24.10112,192.57922,-22.886734
163,165,42.61170584866661,0.4086383,0.597792,0.24160439,-221.16412,123.068665,-213.02536,164.8959
477,1120,24.124198453223794,0.40859735,-0.2243118,0.10880607,181.18591,201.51404,158.16656,194.29694
620,659,26.397021787763567,0.40851268,0.14794277,0.4005202,379.63226,-210.34586,405.38934,-216.12302
513,546,33.60817398538159,0.40825075,-0.14161927,0.36840606,267.78577,-206.9704,295.6112,-188.12221
62,1214,25.0904697657746,0.40758917,0.19447617,0.28775504,-316.6571,39.79312,-297.57764,56.087463
1092,1131,42.982039798141365,0.40747398,0.46831164,0.12196849,16.586243,362.31006,57.739685,349.90643
575,1264,16.97827067385535,0.40691864,-0.3755966,0.34267998,306.088,272.03833,310.80518,288.34814
383,1231,11.678144646341496,0.40667644,-0.27481723,0.24244484,109.102844,-205.09433,116.26831,-214.31578
965,1138,33.80322166921105,0.40666178,0.11548409,0.025674,197.6803,308.1701,200.3504,274.4725
617,654,33.06993894892115,0.40661442,0.05015266,-0.0067709237,333.15125,322.3075,366.1062,319.5522
547,1158,15.153100157148438,0.4057899,0.33375224,0.2615886,309.8247,-210.79367,306.88464,-195.92853
108,1194,28.119567308847124,0.40565804,0.050589077,0.24574237,-277.4734,316.35095,-297.6518,335.93518
158,1013,43.32794548122029,0.40541866,-0.11568048,0.04501433,-226.66531,19.405289,-257.26343,50.082092
266,1139,18.886122277085864,0.40531564,0.46264642,0.350765,-100.322296,353.86957,-85.78003,365.9198
513,547,42.2124380559594,0.40517867,0.21415636,0.35980424,267.78577,-206.9704,309.8247,-210.79367
836,987,20.09862672484945,0.4047092,-0.0318434,0.26886582,576.89197,171.1654,588.26025,187.73999
14,15,30.869051492817146,0.40460452,-0.033649176,0.3456825,-431.41815,-168.54976,-443.10037,-139.97662
686,1102,46.057353328521536,0.40395713,0.09027809,0.054561064,464.3086,-140.08754,444.4845,-181.66019
954,1244,35.05490844750503,0.40386206,0.40302086,0.22726446,561.9341,221.81656,583.20276,249.68213
634,637,23.930828836092097,0.4037371,0.32791913,0.18873772,379.81274,74.86136,400.2414,62.397217
751,930,38.69830338202288,0.40372998,0.24956632,0.21261337,512.37805,301.8073,495.3932,336.57904
848,1196,46.43937081823505,0.4036522,0.60092986,0.40568927,-354.6488,7.8417206,-329.35474,-31.104721
624,660,45.29894401108664,0.40359998,0.36076936,0.39927337,373.90283,-149.50504,416.6494,-164.49583
643,1189,45.166624469107276,0.40330547,0.101778425,0.070940726,379.47565,148.26016,421.4942,164.82715
165,194,39.61544491929817,0.40312397,0.3378862,0.049610324,-213.02536,164.8959,-175.51633,177.64172
576,1264,30.98889957559375,0.40300322,0.060225893,0.4053985,289.42908,265.91214,310.80518,288.34814
1095,1216,27.489310542111653,0.40288043,0.2580603,0.21403363,325.0536,224.5957,313.29987,199.74591
809,1250,26.277745842781236,0.40263754,-0.025890373,0.20311916,405.50757,246.54483,430.61267,238.7825
259,832,42.91123499364054,0.40234527,-0.12770371,0.1568852,-88.35666,179.87622,-122.31714,206.10712
1046,1059,48.97362360627775,0.40225178,-0.15146598,0.15682016,-339.46588,-23.516068,-298.08594,2.6777496
389,417,39.05088013038824,0.40205887,0.65770847,0.33749667,119.8186,-120.69092,143.2926,-151.89897
86,1184,17.061739716674605,0.40077084,0.5009746,0.29848093,-282.15906,-44.08145,-277.7009,-27.612457
1167,1261,23.223868459311497,0.4007591,0.743953,0.2742431,-197.32623,-159.64786,-218.22986,-149.52924
504,1300,23.086960721637414,0.40036535,0.6498039,0.27707228,225.27557,118.08423,205.18378,129.45645
732,733,23.748060369112242,0.40026075,0.13726899,0.2385259,493.35754,3.057022,502.04895,-19.043427
235,839,34.64139848787017,0.40024686,-0.28439522,0.043744113,-147.10107,317.28625,-157.99985,350.16852
69,969,22.168122951458592,0.40003902,0.13285989,0.03547915,-321.5302,185.48193,-339.22607,172.1297
293,1122,19.819244665606266,0.40000403,0.5843109,0.37988317,-66.0141,256.09058,-84.712555,262.66098
611,615,25.87760092736166,0.39886963,0.52308446,0.1963937,339.56763,243.35455,351.4148,266.36096
760,1030,46.86036336087431,0.39885065,0.091751546,0.124357514,532.114,-123.471725,571.4376,-148.95795
985,1250,31.36497829045763,0.398635,-0.024173982,0.32872054,429.81598,207.42764,430.61267,238.7825
504,536,47.47759464310174,0.39804167,0.3980092,0.10719478,225.27557,118.08423,244.99689,161.2721
124,153,28.83658079548898,0.3980199,0.47859234,0.2996815,-255.84511,-26.785599,-235.68454,-47.40355
605,608,34.1224706107908,0.39791298,0.2548079,0.20090275,359.28497,89.06387,341.91046,118.4317
552,591,46.75915462994491,0.39766496,0.67309195,0.052642643,278.51562,-105.355865,316.23138,-77.7164
668,947,21.428061251072098,0.39753875,0.39371833,0.17102914,403.78625,49.65207,425.21027,49.235474
207,1169,36.415923405754064,0.39747906,-0.27570614,0.20834018,-123.26428,-128.17247,-153.26593,-107.5322
682,840,21.579125012470996,0.39737648,0.35686934,0.2056894,437.0539,-170.61665,440.73553,-149.35391
224,259,47.6658950637769,0.3970464,-0.20099075,0.31891364,-132.59335,162.12369,-88.35666,179.87622
578,1264,23.797784825476068,0.39689967,0.22158916,0.29219276,301.42603,310.21973,310.80518,288.34814
1273,1321,49.43533152972206,0.39673582,0.631109,0.36673737,-453.90427,-71.939865,-474.16556,-117.03235
621,660,44.88552707115921,0.39664,0.24686006,0.30628356,381.75226,-192.72523,416.6494,-164.49583
559,560,30.95541995274557,0.3965844,-0.12254798,0.3906215,310.40863,29.42218,280.0559,35.500854
550,551,20.745226978056056,0.39640746,-0.019195393,0.18775691,310.37097,-137.35776,292.8745,-126.21153
593,629,30.104203504879333,0.39622065,0.49903026,0.29650694,347.06238,-56.197754,373.7848,-70.0605
614,1095,30.722129865542794,0.3962124,0.09644655,0.32215035,351.052,240.96432,325.0536,224.5957
231,1061,11.163813457837898,0.39614555,0.026465321,0.061067477,-123.60077,271.7287,-115.58194,263.96152
68,969,19.83061390700766,0.39549103,0.18202211,0.2798518,-322.9091,160.85986,-339.22607,172.1297
146,1167,15.363547573709479,0.3954045,0.57454085,0.2793003,-212.68369,-160.08058,-197.32623,-159.64786
879,1286,48.07149422283575,0.39510018,0.4551545,0.1382127,-286.37537,51.345276,-244.89044,27.058044
410,1000,20.60968154011539,0.39497706,-0.043972366,0.20677291,104.58362,304.67133,84.46741,300.18835
278,306,44.74635151777821,0.3945839,0.34292454,0.20854408,-60.272583,39.61798,-15.849548,34.248627
705,711,21.260637571566225,0.3945525,0.38421652,0.47125906,461.4569,156.78204,478.59802,169.35968
387,1062,24.94265493947159,0.3943907,0.5095237,0.021959504,91.17731,-124.69269,69.114136,-113.05858
356,360,40.52620900089069,0.3943755,0.14298801,0.23696528,43.515747,-198.97072,56.622925,-160.62263
1128,1167,41.4934522835892,0.39432675,-0.49726364,0.036022015,-236.5233,-173.26022,-197.32623,-159.64786
940,1051,48.18575166718513,0.3940866,0.51464164,0.006887729,128.35986,207.44293,85.398865,185.62048
614,615,25.399228093842474,0.39386973,0.3562047,0.17875151,351.052,240.96432,351.4148,266.36096
729,1045,29.947781194422376,0.3937433,0.63151795,0.23496822,521.40283,-102.57057,549.6343,-112.563324
663,840,45.56767156639338,0.393183,0.08446865,0.26762995,417.26367,-110.29646,440.73553,-149.35391
962,967,34.3230721578045,0.39309138,0.523993,0.15337,155.7934,280.8181,155.43176,315.13928
516,517,14.504564297608317,0.3927333,-0.022051949,0.14127299,254.23645,-171.53976,248.11743,-158.3891
464,500,39.06943614392795,0.39247876,0.4943724,0.33769825,190.06226,-0.77012634,222.5293,-22.502869
120,124,48.05684852292049,0.39220455,0.40098155,0.44064897,-265.84412,-73.79071,-255.84511,-26.785599
770,1180,47.663662323579395,0.3919578,0.4234326,0.21228278,550.77856,69.02057,587.672,38.842773
131,1159,45.15244664580542,0.3917954,0.09508956,0.16806929,-258.11798,85.43207,-264.05396,130.19263
1111,1144,23.099749441569674,0.39177707,0.18033938,0.33084276,379.75488,171.30518,360.6623,158.30243
225,226,17.196075424532314,0.39161542,0.3210212,0.1900748,-142.07251,184.42114,-151.69693,198.6716
830,1018,40.51161745170197,0.39123103,0.14341839,0.19160509,581.952,124.40689,580.76843,83.91257
176,1007,9.395050487771638,0.3911616,0.6474509,-0.04136425,-182.4696,-140.38635,-182.57938,-149.78076
502,1157,19.802458247629826,0.390987,0.86363274,0.5011124,216.4654,65.11127,202.6167,50.956726
715,1315,31.635356782516514,0.39067847,0.69382787,0.16502772,441.7588,277.55103,471.30103,266.23502
293,805,18.603236357052076,0.39043683,0.12540305,0.17399792,-66.0141,256.09058,-82.02927,246.62512
727,760,47.15365408896489,0.3901539,0.044247527,0.24016,485.02228,-125.887405,532.114,-123.471725
602,813,13.142819032949813,0.3898324,0.736144,0.20808299,336.0705,80.47513,325.93756,88.84515
278,1126,49.51948981658753,0.38949952,0.14819808,0.2342645,-60.272583,39.61798,-11.741791,49.463898
396,1002,32.100538953549055,0.38931745,0.11306805,0.20447524,104.87018,19.742111,74.85828,8.352188
1107,1156,48.56304238362784,0.38931262,-0.50006735,0.22899806,519.6105,-4.236664,567.9774,-8.596466
671,701,33.73386385111275,0.3891651,0.47430474,0.03716434,424.87274,111.15872,458.5865,112.32361
750,1182,36.33321531359818,0.38914824,0.26319376,0.24715193,517.86804,266.1869,548.3164,286.0111
806,1017,15.208584268886106,0.38908964,0.6063909,0.10118349,199.87878,9.697388,203.78186,24.396606
