id,created,superceded_id,valid,valid_id,status_dendrite,status_axon,strategy_dendrite,strategy_axon,pt_supervoxel_id,pt_root_id,pt_position,soma_x_um,soma_y_um,soma_z_um
1715,2024-08-02 22:14:54.525236+00:00,,True,864691136042462038,True,True,dendrite_clean,axon_partially_extended,90151845519437827,864691136042462038,[184800 131296  22474],739.2,525.184,898.96
1720,2024-08-02 22:14:54.611022+00:00,,True,864691136380312021,True,True,dendrite_clean,axon_partially_extended,89517564749196973,864691136380312021,[179984 124320  22475],719.936,497.28,899.0
3217,2025-03-10 23:07:38.309380+00:00,,True,864691135067448132,True,True,dendrite_extended,axon_partially_extended,90519219909187421,864691135067448132,[187312 247424  22975],749.248,989.696,919.0
4658,2025-11-25 00:35:39.939235+00:00,,True,864691135948215076,True,True,dendrite_extended,axon_partially_extended,90853540029286055,864691135948215076,[189824 116768  21967],759.296,467.072,878.68
4659,2025-11-25 00:35:39.954657+00:00,,True,864691136138803837,True,True,dendrite_extended,axon_partially_extended,88323288895574704,864691136138803837,[171488 139312  21678],685.952,557.248,867.12
1729,2024-08-02 22:14:54.745702+00:00,,True,864691135349839831,True,True,dendrite_clean,axon_partially_extended,89167438880543514,864691135349839831,[177200 136960  21048],708.8,547.84,841.92
1730,2024-08-02 22:14:54.760937+00:00,,True,864691136298125851,True,True,dendrite_clean,axon_partially_extended,88955576599984368,864691136298125851,[175856 131472  20407],703.424,525.888,816.28
1732,2024-08-02 22:14:54.794384+00:00,,True,864691135257669039,True,True,dendrite_clean,axon_partially_extended,88956195276658332,864691135257669039,[175696 136192  21990],702.784,544.768,879.6
1735,2024-08-02 22:14:54.840344+00:00,,True,864691135778811325,True,True,dendrite_clean,axon_partially_extended,90854983003652860,864691135778811325,[189760 127520  20540],759.04,510.08,821.6
1736,2024-08-02 22:14:54.855035+00:00,,True,864691135773073147,True,True,dendrite_clean,axon_partially_extended,89167713691492856,864691135773073147,[177632 139296  20662],710.528,557.184,826.48
1737,2024-08-02 22:14:54.869227+00:00,,True,864691136389921911,True,True,dendrite_clean,axon_partially_extended,90644426661199216,864691136389921911,[188320 131408  21605],753.28,525.632,864.2
1741,2024-08-02 22:14:54.928965+00:00,,True,864691135688387040,True,True,dendrite_clean,axon_partially_extended,88043119656150966,864691135688387040,[169280 149136  22318],677.12,596.544,892.72
1742,2024-08-02 22:14:54.944020+00:00,,True,864691135778815421,True,True,dendrite_extended,axon_partially_extended,87971720052591804,864691135778815421,[168592 141392  21692],674.368,565.568,867.68
1747,2024-08-21 19:08:13.078609+00:00,,True,864691135014246390,True,True,dendrite_extended,axon_partially_extended,89601952467994305,864691135014246390,[180752 229040  23988],723.008,916.16,959.52
1748,2024-08-21 19:08:13.079465+00:00,,True,864691135356320463,True,True,dendrite_extended,axon_partially_extended,91857050950576400,864691135356320463,[196848 253232  24878],787.392,1012.928,995.12
1749,2024-08-21 19:08:13.080249+00:00,,True,864691136025333561,True,True,dendrite_extended,axon_partially_extended,90227436809480840,864691136025333561,[184912 170592  21279],739.648,682.368,851.16
1750,2024-08-21 19:08:13.080999+00:00,,True,864691137055244406,True,True,dendrite_extended,axon_partially_extended,92137838598428851,864691137055244406,[199056 248208  23987],796.224,992.832,959.48
1751,2024-08-21 19:08:13.081708+00:00,,True,864691135591533579,True,True,dendrite_extended,axon_partially_extended,92067469988059542,864691135591533579,[198368 248288  24656],793.472,993.152,986.24
1754,2024-08-21 19:08:13.083798+00:00,,True,864691135885298544,True,True,dendrite_extended,axon_partially_extended,91855951237646491,864691135885298544,[196752 245408  23340],787.008,981.632,933.6
1755,2024-08-21 19:08:13.084505+00:00,,True,864691135948010081,True,True,dendrite_extended,axon_partially_extended,91925770292958060,864691135948010081,[197200 240928  23738],788.8,963.712,949.52
1757,2024-08-21 19:08:13.086011+00:00,,True,864691135698820373,True,True,dendrite_extended,axon_partially_extended,89532202131924805,864691135698820373,[179888 233568  23459],719.552,934.272,938.36
1758,2024-08-21 19:08:13.086676+00:00,,True,864691136021849848,True,True,dendrite_extended,axon_partially_extended,92490300928439977,864691136021849848,[201472 252672  24681],805.888,1010.688,987.24
1762,2024-08-21 19:08:13.089346+00:00,,True,864691135566122071,True,True,dendrite_extended,axon_partially_extended,88899295885176142,864691135566122071,[175440 236640  24287],701.76,946.56,971.48
1763,2024-08-21 19:08:13.090012+00:00,,True,864691136619828877,True,True,dendrite_extended,axon_partially_extended,92277614013854263,864691136619828877,[200000 241104  23766],800.0,964.416,950.64
1764,2024-08-21 19:08:13.090690+00:00,,True,864691135763491126,True,True,dendrite_extended,axon_partially_extended,88898745994932129,864691135763491126,[175344 232624  23084],701.376,930.496,923.36
3219,2025-03-10 23:07:38.310809+00:00,,True,864691136275807757,True,True,dendrite_extended,axon_partially_extended,89744614101250825,864691136275807757,[181600 242992  23652],726.4,971.968,946.08
4661,2025-11-25 00:35:39.985497+00:00,,True,864691135573276197,True,True,dendrite_extended,axon_partially_extended,90867902466795021,864691135573276197,[189520 223920  22237],758.08,895.68,889.48
4662,2025-11-25 00:35:40.000360+00:00,,True,864691135699522069,True,True,dendrite_extended,axon_partially_extended,90580860944070714,864691135699522069,[187840 182352  20204],751.36,729.408,808.16
1782,2024-08-21 19:08:13.103728+00:00,,True,864691135694189759,True,True,dendrite_extended,axon_partially_extended,91294581765133868,864691135694189759,[192912 256816  22930],771.648,1027.264,917.2
1783,2024-08-21 19:08:13.104387+00:00,,True,864691135947366692,True,True,dendrite_extended,axon_partially_extended,90731151043723740,864691135947366692,[188528 253616  24883],754.112,1014.464,995.32
1788,2024-08-21 19:08:13.107627+00:00,,True,864691135810803660,True,True,dendrite_extended,axon_partially_extended,91223319734677208,864691135810803660,[192464 250128  23266],769.856,1000.512,930.64
1789,2024-08-21 19:08:13.108303+00:00,,True,864691135271103653,True,True,dendrite_extended,axon_partially_extended,89676169569698746,864691135271103653,[181136 257456  24289],724.544,1029.824,971.56
1794,2024-08-21 19:08:13.111697+00:00,,True,864691134989919098,True,True,dendrite_extended,axon_partially_extended,91925357976082239,864691134989919098,[197504 237856  23720],790.016,951.424,948.8
1795,2024-08-21 19:08:13.112359+00:00,,True,864691136117811876,True,True,dendrite_extended,axon_partially_extended,89885282736241786,864691136117811876,[182800 242400  22966],731.2,969.6,918.64
1798,2024-08-21 19:08:13.114377+00:00,,True,864691135938925109,True,True,dendrite_extended,axon_partially_extended,90238226236836814,864691135938925109,[185024 250880  24664],740.096,1003.52,986.56
1800,2024-08-21 19:08:13.115665+00:00,,True,864691137198844737,True,True,dendrite_extended,axon_partially_extended,90023958640448939,864691137198844737,[183568 227408  23038],734.272,909.632,921.52
1803,2024-08-21 19:08:13.117746+00:00,,True,864691136090728503,True,True,dendrite_extended,axon_partially_extended,89886244808603893,864691136090728503,[182448 249728  22643],729.792,998.912,905.72
1804,2024-08-21 19:08:13.118430+00:00,,True,864691136452543231,True,True,dendrite_extended,axon_partially_extended,89252445208777277,864691136452543231,[178032 246288  23567],712.128,985.152,942.68
1805,2024-08-21 19:08:13.119080+00:00,,True,864691135938990901,True,True,dendrite_extended,axon_partially_extended,89957094723467230,864691135938990901,[183248 253408  23767],732.992,1013.632,950.68
1808,2024-08-21 19:09:51.119516+00:00,,True,864691136488591378,True,True,dendrite_extended,axon_partially_extended,91570215586331752,864691136488591378,[194736 213472  22916],778.944,853.888,916.64
1811,2024-08-21 19:09:51.171393+00:00,,True,864691135865648254,True,True,dendrite_extended,axon_partially_extended,89108546356072007,864691135865648254,[176912 222800  21553],707.648,891.2,862.12
1812,2024-08-21 19:09:51.187983+00:00,,True,864691135498997267,True,True,dendrite_extended,axon_partially_extended,89177540778107458,864691135498997267,[177616 212304  22301],710.464,849.216,892.04
1817,2024-08-21 19:28:33.171508+00:00,,True,864691135271038885,True,True,dendrite_clean,axon_partially_extended,88884245783044551,864691135271038885,[175344 124288  20315],701.376,497.152,812.6
4664,2025-11-25 00:35:40.034558+00:00,,True,864691135869457430,True,True,dendrite_extended,axon_fully_extended,92055512329576177,864691135869457430,[198624 159104  21248],794.496,636.416,849.92
4665,2025-11-25 00:35:40.053561+00:00,,True,864691136196932172,True,True,dendrite_extended,axon_fully_extended,92756107596088709,864691136196932172,[203712 136096  22690],814.848,544.384,907.6
3220,2025-03-10 23:07:38.311524+00:00,,True,864691135787242948,True,True,dendrite_extended,axon_partially_extended,92209856676697579,864691135787242948,[199408 260720  24098],797.632,1042.88,963.92
1829,2024-08-21 19:28:33.385755+00:00,,True,864691135763433270,True,True,dendrite_clean,axon_partially_extended,88674101690450393,864691135763433270,[173696 131472  20938],694.784,525.888,837.52
4666,2025-11-25 00:39:33.605996+00:00,,True,864691135183999490,True,True,dendrite_extended,axon_fully_extended,88040714474248621,864691135183999490,[169328 130912  22110],677.312,523.648,884.4
1835,2024-08-21 19:28:33.490391+00:00,,True,864691135919756208,True,True,dendrite_clean,axon_partially_extended,87969795974184791,864691135919756208,[168512 126896  22073],674.048,507.584,882.92
4668,2025-11-25 00:39:33.647403+00:00,,True,864691135398817569,True,True,dendrite_extended,axon_fully_extended,90430228186324001,864691135398817569,[186640 108656  22542],746.56,434.624,901.68
1840,2024-08-21 19:28:33.576939+00:00,,True,864691135640297787,True,True,dendrite_clean,axon_partially_extended,89380606764495324,864691135640297787,[179136 152704  21579],716.544,610.816,863.16
4669,2025-11-25 00:39:33.666184+00:00,,True,864691136288598467,True,True,dendrite_extended,axon_fully_extended,90007603203593521,864691136288598467,[183424 105440  21503],733.696,421.76,860.12
1843,2024-08-21 19:28:33.631425+00:00,,True,864691135276234469,True,True,dendrite_clean,axon_partially_extended,90785645051964842,864691135276234469,[189312 134976  20835],757.248,539.904,833.4
4670,2025-11-25 00:39:33.684128+00:00,,True,864691136953958879,True,True,dendrite_extended,axon_fully_extended,88672040374050892,864691136953958879,[173680 116048  22556],694.72,464.192,902.24
4671,2025-11-25 00:39:33.700050+00:00,,True,864691136524089489,True,True,dendrite_extended,axon_fully_extended,90218915728209651,864691136524089489,[185248 106992  22018],740.992,427.968,880.72
1854,2024-08-21 19:28:33.820651+00:00,,True,864691134941412707,True,True,dendrite_clean,axon_partially_extended,90573370722448987,864691134941412707,[187696 126560  21803],750.784,506.24,872.12
1856,2024-08-21 19:28:33.854954+00:00,,True,864691136618553563,True,True,dendrite_clean,axon_partially_extended,89169843928501249,864691136618553563,[177376 155072  20434],709.504,620.288,817.36
1857,2024-08-21 19:28:33.873210+00:00,,True,864691136579129876,True,True,dendrite_clean,axon_partially_extended,91068219607203505,864691136579129876,[191360 143440  21157],765.44,573.76,846.28
1858,2024-08-21 19:28:33.891724+00:00,,True,864691135271077541,True,True,dendrite_clean,axon_partially_extended,91280012900528155,864691135271077541,[193056 148640  20312],772.224,594.56,812.48
1859,2024-08-21 19:28:33.906674+00:00,,True,864691135694246079,True,True,dendrite_clean,axon_partially_extended,90716856922718275,864691135694246079,[188672 146864  21221],754.688,587.456,848.84
1860,2024-08-21 19:28:33.923431+00:00,,True,864691135694264511,True,True,dendrite_clean,axon_partially_extended,90436206713698388,864691135694264511,[186448 152992  22049],745.792,611.968,881.96
1863,2024-08-21 19:28:33.972208+00:00,,True,864691135782241616,True,True,dendrite_extended,axon_partially_extended,88393863664263239,864691135782241616,[171920 140624  20945],687.68,562.496,837.8
1864,2024-08-21 19:28:33.989443+00:00,,True,864691135387988609,True,True,dendrite_clean,axon_partially_extended,87972544686128827,864691135387988609,[168784 147648  21524],675.136,590.592,860.96
1865,2024-08-21 19:28:34.005508+00:00,,True,864691135988557315,True,True,dendrite_extended,axon_partially_extended,88886994629275536,864691135988557315,[175648 144864  20903],702.592,579.456,836.12
1866,2024-08-21 19:28:34.021613+00:00,,True,864691136311267930,True,True,dendrite_clean,axon_partially_extended,89589788918869259,864691136311267930,[180560 138128  22136],722.24,552.512,885.44
1870,2024-08-21 19:28:34.086523+00:00,,True,864691136101340021,True,True,dendrite_clean,axon_partially_extended,88324594431547526,864691136101340021,[171520 148896  20751],686.08,595.584,830.04
1872,2024-08-21 19:28:34.121557+00:00,,True,864691135801463650,True,True,dendrite_clean,axon_partially_extended,90784683113427194,864691135801463650,[189472 127760  21804],757.888,511.04,872.16
1873,2024-08-21 19:28:34.136736+00:00,,True,864691135136360217,True,True,dendrite_clean,axon_partially_extended,90575638465210654,864691135136360217,[187696 143456  21818],750.784,573.824,872.72
1874,2024-08-21 19:28:34.153468+00:00,,True,864691135868210454,True,True,dendrite_clean,axon_partially_extended,89942044956983237,864691135868210454,[182880 141152  22440],731.52,564.608,897.6
3221,2025-03-10 23:07:38.312233+00:00,,True,864691135447582354,True,True,dendrite_extended,axon_partially_extended,90942188422239275,864691135447582354,[190416 252624  23572],761.664,1010.496,942.88
1876,2024-08-21 19:28:34.186745+00:00,,True,864691136195891788,True,True,dendrite_clean,axon_partially_extended,89660913644352326,864691136195891788,[180832 143712  22612],723.328,574.848,904.48
1877,2024-08-21 19:28:34.204491+00:00,,True,864691136975144988,True,True,dendrite_clean,axon_partially_extended,90644014411629504,864691136975144988,[188400 128704  22291],753.6,514.816,891.64
1879,2024-08-21 19:28:34.237577+00:00,,True,864691135719900721,True,True,dendrite_clean,axon_partially_extended,88679187132830322,864691135719900721,[173904 169344  22341],695.616,677.376,893.64
1880,2024-08-21 19:28:34.253468+00:00,,True,864691135562004193,True,True,dendrite_clean,axon_partially_extended,88748524883246710,864691135562004193,[174400 161696  20530],697.6,646.784,821.2
1881,2024-08-21 19:28:34.269008+00:00,,True,864691136052637171,True,True,dendrite_clean,axon_partially_extended,88326037741551461,864691136052637171,[171200 159888  22030],684.8,639.552,881.2
1884,2024-08-21 19:28:34.321034+00:00,,True,864691134948973308,True,True,dendrite_clean,axon_partially_extended,89381706343249088,864691135274860561,[179056 160704  22098],716.224,642.816,883.92
1885,2024-08-21 19:28:34.335548+00:00,,True,864691135546161704,True,True,dendrite_clean,axon_partially_extended,88958737763070738,864691135546161704,[175728 155040  20958],702.912,620.16,838.32
1887,2024-08-21 19:28:34.370198+00:00,,True,864691136975088156,True,True,dendrite_clean,axon_partially_extended,90999431545173178,864691136975088156,[190912 155040  22156],763.648,620.16,886.24
1888,2024-08-21 19:28:34.388133+00:00,,True,864691135810773452,True,True,dendrite_clean,axon_partially_extended,90788187672462974,864691135810773452,[189440 153904  20706],757.76,615.616,828.24
1893,2024-08-21 19:28:34.473469+00:00,,True,864691135725748139,True,True,dendrite_clean,axon_partially_extended,90296568669974050,864691135725748139,[185520 161008  21625],742.08,644.032,865.0
1894,2024-08-21 19:28:34.490552+00:00,,True,864691135294520844,True,True,dendrite_clean,axon_partially_extended,89803781168041578,864691135294520844,[182160 159936  20563],728.64,639.744,822.52
1906,2024-08-21 19:28:34.698226+00:00,,True,864691135694406335,True,True,dendrite_clean,axon_partially_extended,89593499770557691,864691135694406335,[180640 165616  22117],722.56,662.464,884.68
1908,2024-08-21 19:28:34.733033+00:00,,True,864691135694415551,True,True,dendrite_clean,axon_partially_extended,88044356338331571,864691135694415551,[169440 158128  20266],677.76,632.512,810.64
1919,2024-08-21 19:28:34.917877+00:00,,True,864691136101341045,True,True,dendrite_clean,axon_partially_extended,90296774962545596,864691136101341045,[185696 162976  22576],742.784,651.904,903.04
3684,2025-05-16 23:34:24.458711+00:00,,True,864691135431441968,False,True,none,axon_fully_extended,85242595357463897,864691135431441968,[148636 254883  26330],594.544,1019.532,1053.2
1930,2024-09-13 22:15:24.166527+00:00,,True,864691135014256630,True,True,dendrite_extended,axon_partially_extended,91291901772627608,864691135014256630,[192848 237136  23408],771.392,948.544,936.32
4676,2025-11-25 00:39:33.781612+00:00,,True,864691135757002450,True,True,dendrite_extended,axon_fully_extended,90501215137650063,864691135757002450,[187104 112880  20725],748.416,451.52,829.0
1932,2024-09-13 22:15:24.167949+00:00,,True,864691136579193108,True,True,dendrite_extended,axon_partially_extended,90659064044201260,864691136579193108,[187968 240336  22837],751.872,961.344,913.48
1939,2024-09-13 22:15:24.172748+00:00,,True,864691135586773628,True,True,dendrite_extended,axon_partially_extended,89676925550962270,864691135586773628,[180944 262928  24739],723.776,1051.712,989.56
1941,2024-09-13 22:15:24.174101+00:00,,True,864691135479744454,True,True,dendrite_extended,axon_partially_extended,90802275567884134,864691135479744454,[189472 258960  23798],757.888,1035.84,951.92
1943,2024-09-13 22:15:24.175449+00:00,,True,864691135725838763,True,True,dendrite_extended,axon_partially_extended,88969183459058405,864691135725838763,[176016 233024  23451],704.064,932.096,938.04
1956,2024-09-13 22:15:24.185304+00:00,,True,864691135591725067,True,True,dendrite_extended,axon_partially_extended,91504176236297969,864691135591725067,[194400 245536  23449],777.6,982.144,937.96
1957,2024-09-13 22:15:24.185944+00:00,,True,864691135539591282,True,True,dendrite_extended,axon_partially_extended,91644363901687543,864691135539591282,[195504 241504  22876],782.016,966.016,915.04
1959,2024-09-13 22:15:24.187244+00:00,,True,864691135782278224,True,True,dendrite_extended,axon_partially_extended,91081688960337944,864691135782278224,[191392 243424  23847],765.568,973.696,953.88
1960,2024-09-13 22:15:24.187904+00:00,,True,864691135572712485,True,True,dendrite_extended,axon_partially_extended,89957850771893171,864691135572712485,[183072 258800  24782],732.288,1035.2,991.28
1963,2024-09-13 22:15:24.189855+00:00,,True,864691135778335328,True,True,dendrite_extended,axon_partially_extended,89109783575117637,864691135778335328,[177136 232064  23637],708.544,928.256,945.48
1965,2024-09-13 22:15:24.192115+00:00,,True,864691135279848865,True,True,dendrite_extended,axon_partially_extended,91221739320706340,864691135279848865,[192368 238448  24087],769.472,953.792,963.48
1967,2024-09-13 22:15:24.193606+00:00,,True,864691135885361520,True,True,dendrite_extended,axon_partially_extended,90520800591237416,864691135885361520,[186928 258816  23896],747.712,1035.264,955.84
1969,2024-09-13 22:15:24.194901+00:00,,True,864691136390099728,True,True,dendrite_extended,axon_partially_extended,92490987988956073,864691136390099728,[201280 257792  23620],805.12,1031.168,944.8
1971,2024-09-13 22:15:24.196205+00:00,,True,864691135473453362,True,True,dendrite_extended,axon_partially_extended,89463070539231801,864691135473453362,[179584 242864  24641],718.336,971.456,985.64
1972,2024-09-13 22:15:24.196844+00:00,,True,864691135939114293,True,True,dendrite_extended,axon_partially_extended,92772119502730686,864691135939114293,[203712 255376  24841],814.848,1021.504,993.64
1973,2024-09-13 22:15:24.197483+00:00,,True,864691135941293057,True,True,dendrite_extended,axon_partially_extended,91081620106537605,864691135941293057,[191232 243056  22730],764.928,972.224,909.2
1975,2024-09-13 22:27:07.927814+00:00,,True,864691135361548615,True,True,dendrite_extended,axon_partially_extended,88192034762071809,864691135361548615,[170176 209648  22167],680.704,838.592,886.68
3222,2025-03-10 23:07:38.313050+00:00,,True,864691135456165738,True,True,dendrite_extended,axon_partially_extended,89676788112189528,864691135456165738,[181008 262144  24912],724.032,1048.576,996.48
1982,2024-09-13 22:27:08.071146+00:00,,True,864691136484364844,True,True,dendrite_extended,axon_partially_extended,88263021981500383,864691136484364844,[170992 214304  22130],683.968,857.216,885.2
1985,2024-09-13 22:27:08.136629+00:00,,True,864691135271282085,True,True,dendrite_extended,axon_partially_extended,91212118057308865,864691135271282085,[192208 167104  20176],768.832,668.416,807.04
1987,2024-09-13 22:27:08.179934+00:00,,True,864691135868334870,True,True,dendrite_extended,axon_partially_extended,90659476360779623,864691135868334870,[188064 243728  22589],752.256,974.912,903.56
1988,2024-09-13 22:27:08.202741+00:00,,True,864691136523033233,True,True,dendrite_extended,axon_partially_extended,91077153340676495,864691136523033233,[191424 209888  22845],765.696,839.552,913.8
1992,2024-09-13 22:27:08.282846+00:00,,True,864691135430131760,True,True,dendrite_extended,axon_partially_extended,91008365010130072,864691135430131760,[190752 221440  21712],763.008,885.76,868.48
4678,2025-11-25 00:39:33.813377+00:00,,True,864691135587666812,True,True,dendrite_extended,axon_fully_extended,90500940527985455,864691135587666812,[187312 111232  22632],749.248,444.928,905.28
4679,2025-11-25 00:39:33.830495+00:00,,True,864691136619529179,True,True,dendrite_extended,axon_fully_extended,89445615255706987,864691136619529179,[179504 112352  20886],718.016,449.408,835.44
2001,2024-09-13 22:27:32.466607+00:00,,True,864691135989943040,True,True,dendrite_clean,axon_partially_extended,88535425987372472,864691135989943040,[172704 147120  22205],690.816,588.48,888.2
2006,2024-09-13 22:27:32.568381+00:00,,True,864691135464162366,True,True,dendrite_clean,axon_partially_extended,90716307099658101,864691135464162366,[188592 143008  20596],754.368,572.032,823.84
2008,2024-09-13 22:27:32.612923+00:00,,True,864691135455507818,True,True,dendrite_clean,axon_partially_extended,88114244247322306,864691135455507818,[169536 154544  21652],678.144,618.176,866.08
2012,2024-09-13 22:27:32.692898+00:00,,True,864691135760050254,True,True,dendrite_clean,axon_partially_extended,89730869736404554,864691135760050254,[181792 140560  20289],727.168,562.24,811.56
2017,2024-10-26 18:11:21.998048+00:00,,True,864691135569363948,True,True,dendrite_extended,axon_partially_extended,91645532200104152,864691135569363948,[195456 250176  23553],781.824,1000.704,942.12
2020,2024-10-26 18:11:22.000400+00:00,,True,864691135659140738,True,True,dendrite_extended,axon_partially_extended,89111776507337947,864691135659140738,[177152 246608  24348],708.608,986.432,973.92
2022,2024-10-26 18:11:22.001993+00:00,,True,864691135209280633,True,True,dendrite_extended,axon_partially_extended,97121718715505436,864691135209280633,[235360 156576  24201],941.44,626.304,968.04
2025,2024-10-26 18:11:22.004131+00:00,,True,864691135741090196,True,True,dendrite_extended,axon_partially_extended,95574911946535999,864691135741090196,[223904 166416  23695],895.616,665.664,947.8
2026,2024-10-26 18:11:22.004845+00:00,,True,864691135134016928,True,True,dendrite_extended,axon_partially_extended,86919487089608565,864691135134016928,[161088 165968  19401],644.352,663.872,776.04
2029,2024-10-26 18:11:22.006925+00:00,,True,864691135698922005,True,True,dendrite_extended,axon_partially_extended,97401131772680841,864691135698922005,[237312 141488  21931],949.248,565.952,877.24
2031,2024-10-26 18:11:22.008346+00:00,,True,864691136335276211,True,True,dendrite_extended,axon_partially_extended,85935011798240941,864691136335276211,[153648 170816  18446],614.592,683.264,737.84
3223,2025-03-10 23:07:38.313746+00:00,,True,864691135773731403,True,True,dendrite_extended,axon_partially_extended,92207794891526028,864691135773731403,[199616 244960  22930],798.464,979.84,917.2
2033,2024-10-26 18:11:22.009845+00:00,,True,864691135360346200,True,True,dendrite_extended,axon_partially_extended,91842825414845925,864691135360346200,[196656 147600  20220],786.624,590.4,808.8
2034,2024-10-26 18:11:22.010522+00:00,,True,864691136372047496,True,True,dendrite_extended,axon_partially_extended,95853981875780580,864691136372047496,[226240 148560  24721],904.96,594.24,988.84
2035,2024-10-26 18:11:22.011169+00:00,,True,864691135060020123,True,True,dendrite_extended,axon_partially_extended,92971061582587944,864691135060020123,[205088 164784  18698],820.352,659.136,747.92
2036,2024-10-26 18:11:22.011862+00:00,,True,864691135583172717,True,True,dendrite_extended,axon_partially_extended,94658743681594286,864691135583172717,[217392 155968  22358],869.568,623.872,894.32
2038,2024-10-26 18:11:22.013264+00:00,,True,864691136725093373,True,True,dendrite_extended,axon_partially_extended,83893149985942350,864691136725093373,[139248 162176  18436],556.992,648.704,737.44
2041,2024-10-26 18:11:22.015396+00:00,,True,864691136052738803,True,True,dendrite_extended,axon_partially_extended,89099750464573059,864691136052738803,[177120 156960  23234],708.48,627.84,929.36
2042,2024-10-26 18:11:22.016068+00:00,,True,864691136674492295,True,True,dendrite_extended,axon_partially_extended,96841824018105695,864691136674492295,[233376 168176  22021],933.504,672.704,880.84
2043,2024-10-26 18:11:22.017939+00:00,,True,864691135430275120,True,True,dendrite_extended,axon_partially_extended,86707831302264210,864691135430275120,[159744 161824  20654],638.976,647.296,826.16
4680,2025-11-25 00:39:33.851359+00:00,,True,864691135997332650,True,True,dendrite_extended,axon_fully_extended,88392214597937672,864691135997332650,[171712 128336  22290],686.848,513.344,891.6
2048,2024-10-26 18:11:22.021337+00:00,,True,864691135464302493,True,True,dendrite_extended,axon_partially_extended,98881486606367659,864691135464302493,[248048 160768  20943],992.192,643.072,837.72
2049,2024-10-26 18:11:22.021994+00:00,,True,864691136420195223,True,True,dendrite_extended,axon_partially_extended,98811461862233429,864691136420195223,[247568 163264  24038],990.272,653.056,961.52
2054,2024-10-26 18:11:22.025252+00:00,,True,864691135927381774,True,True,dendrite_extended,axon_partially_extended,83400981295081234,864691135927381774,[135280 165264  20095],541.12,661.056,803.8
2057,2024-10-26 18:11:22.027382+00:00,,True,864691135810905036,True,True,dendrite_extended,axon_partially_extended,89732931186280875,864691135810905036,[181584 156256  19090],726.336,625.024,763.6
2058,2024-10-26 18:11:22.028042+00:00,,True,864691135996158378,True,True,dendrite_extended,axon_partially_extended,83892119194106429,864691135996158378,[139072 154800  18669],556.288,619.2,746.76
2059,2024-10-26 18:11:22.028739+00:00,,True,864691135640398651,True,True,dendrite_extended,axon_partially_extended,96205619035741668,864691135640398651,[228608 146656  21785],914.432,586.624,871.4
2060,2024-10-26 18:11:22.029417+00:00,,True,864691135779020221,True,True,dendrite_extended,axon_partially_extended,93955468153696321,864691135779020221,[212288 158992  19012],849.152,635.968,760.48
2061,2024-10-26 18:11:22.030076+00:00,,True,864691135595040043,True,True,dendrite_extended,axon_partially_extended,98599530727504992,864691135595040043,[245840 157168  21958],983.36,628.672,878.32
2062,2024-10-26 18:11:22.030756+00:00,,True,864691136420303511,True,True,dendrite_extended,axon_partially_extended,90157067796728910,864691136420303511,[184544 170224  19128],738.176,680.896,765.12
2064,2024-10-26 18:11:22.032088+00:00,,True,864691136424439855,True,True,dendrite_extended,axon_partially_extended,91915942803803048,864691136424439855,[197504 168000  19134],790.016,672.0,765.36
2067,2024-10-26 18:11:22.034214+00:00,,True,864691136523118481,True,True,dendrite_extended,axon_partially_extended,88327136649518722,864691136523118481,[171232 167744  17676],684.928,670.976,707.04
2068,2024-10-26 18:11:22.034890+00:00,,True,864691135990009600,True,True,dendrite_extended,axon_partially_extended,95716405147656205,864691135990009600,[225168 171760  22052],900.672,687.04,882.08
2069,2024-10-26 18:11:22.035578+00:00,,True,864691135976105839,True,True,dendrite_extended,axon_partially_extended,98668593331944219,864691135976105839,[246624 147568  18413],986.496,590.272,736.52
2070,2024-10-26 18:11:22.036261+00:00,,True,864691135386899029,True,True,dendrite_extended,axon_partially_extended,88467806223908962,864691135386899029,[172288 167248  23985],689.152,668.992,959.4
2072,2024-10-26 18:11:22.037627+00:00,,True,864691136033332155,True,True,dendrite_extended,axon_partially_extended,91774312431778759,864691136033332155,[196512 161136  22539],786.048,644.544,901.56
2074,2024-10-26 18:11:22.038963+00:00,,True,864691135874914702,True,True,dendrite_extended,axon_partially_extended,85087906808627614,864691135874914702,[147536 150928  18527],590.144,603.712,741.08
2077,2024-10-26 18:11:22.041085+00:00,,True,864691135741965931,True,True,dendrite_extended,axon_partially_extended,97755930027963021,864691135741965931,[239920 163408  18465],959.68,653.632,738.6
2078,2024-10-26 18:11:22.041899+00:00,,True,864691135430486576,True,True,dendrite_extended,axon_partially_extended,95925449930607657,864691135430486576,[226432 156608  23509],905.728,626.432,940.36
2082,2024-10-26 18:11:22.044572+00:00,,True,864691135583352941,True,True,dendrite_extended,axon_partially_extended,99160694309862207,864691135583352941,[250160 143904  24304],1000.64,575.616,972.16
2084,2024-10-26 18:11:22.045900+00:00,,True,864691136136240011,True,True,dendrite_extended,axon_partially_extended,99020850040667641,864691136136240011,[249376 150272  23472],997.504,601.088,938.88
2085,2024-10-26 18:11:22.046577+00:00,,True,864691136311381338,True,True,dendrite_extended,axon_partially_extended,98808918704742422,864691136311381338,[247600 144096  19965],990.4,576.384,798.6
2087,2024-10-26 18:11:22.047903+00:00,,True,864691137055405174,True,True,dendrite_extended,axon_partially_extended,95293986658816235,864691137055405174,[221984 170560  23436],887.936,682.24,937.44
