idx_a,idx_b,dist_um,syn_ab,syn_ba,syn_total,root_id_a,root_id_b
1778,2201,13.444344535900576,0,0,0,864691135866751870,864691136381325781
1117,1165,13.44584872739543,0,0,0,864691135360482392,864691135430859056
588,1547,13.449408611533794,0,0,0,864691135725748139,864691135686283703
767,1402,13.453869034593824,0,0,0,864691136145208372,864691135779305405
1318,1397,13.475011539883734,0,0,0,864691135741458324,864691136111478712
722,2233,13.475251389120755,0,0,0,864691135611019015,864691135685620210
2034,2177,13.477701881255562,0,0,0,864691135493546591,864691135810473245
861,1096,13.478024781102011,0,0,0,864691136239460668,864691135470154834
1119,1473,13.484993733776783,0,0,0,864691134941824611,864691135295165196
978,1267,13.487307218270026,0,0,0,864691135976028015,864691135577208606
1305,1438,13.499686514878814,0,0,0,864691135503448898,864691136177127174
941,1449,13.502871990802547,0,0,0,864691135838916755,864691135504327861
721,2249,13.504037914638845,0,0,0,864691135738995588,864691136010651052
481,1966,13.51042738036073,0,0,0,864691136120038424,864691135686442423
555,672,13.5119052690581,0,0,0,864691135763433270,864691136674327431
671,1686,13.522716886779772,0,0,0,864691135417313722,864691136484596012
983,2149,13.526675275173817,0,0,0,864691136311451226,864691135764946742
1480,2227,13.532805769684256,0,0,0,864691135490483514,864691135396940021
133,474,13.533542330077461,0,0,0,864691136273494206,864691136596815778
1161,1801,13.537030693619643,0,0,0,864691135763975990,864691135362104647
772,1157,13.542714646628303,0,0,0,864691136086206316,864691136742470492
1151,2054,13.544129946216573,0,0,0,864691135389195393,864691135570303724
589,2283,13.54716324549164,0,0,0,864691135294520844,864691136421324951
56,1444,13.552446273643824,0,0,0,864691135492613471,864691135464928318
437,2103,13.556070227023806,0,0,0,864691135102274592,864691135839950227
698,1808,13.558999373110087,0,0,0,864691135569592300,864691135994134977
1513,1571,13.559280216884634,0,0,0,864691135843242211,864691135954393891
1854,2158,13.564474188113552,0,0,0,864691136138583677,864691136968687310
79,1978,13.56641736052669,0,0,0,864691135809375005,864691135659857026
699,1995,13.570867621489745,0,0,0,864691135838788755,864691136108378073
382,411,13.5723601484782,0,0,0,864691137054934902,864691136106969561
194,1974,13.580824128159591,0,0,0,864691135954940424,864691136111294648
869,1297,13.588383273958659,0,0,0,864691135464946757,864691135686055351
872,1918,13.593118258883777,0,0,0,864691135272003237,864691135405626862
667,1403,13.59768686211005,0,0,0,864691136313301565,864691136067382936
243,679,13.60034117219119,0,0,0,864691135584504429,864691135741930603
944,2086,13.602373910461333,0,0,0,864691135276504549,864691135210387321
1798,2092,13.603841810312279,0,0,0,864691135573191405,864691136034487739
872,2265,13.607322734469106,0,0,0,864691135272003237,864691136976001308
1900,2116,13.612342634535734,0,0,0,864691135106357069,864691135741910164
585,1816,13.617156237629008,0,0,0,864691135546161704,864691135778954848
1147,1514,13.619524808156886,0,0,0,864691135210358137,864691135954680867
1553,2105,13.622910114949764,0,0,0,864691135852637127,864691135325426076
1073,2190,13.625615875988935,0,0,0,864691135662802416,864691134991032954
121,2086,13.635588729497517,0,0,0,864691135503004765,864691135210387321
426,960,13.637294746393103,0,0,0,864691136380400341,864691135133991072
527,933,13.652306471801737,0,0,0,864691135885298544,864691136287879619
691,1232,13.66254793221228,0,0,0,864691135576872222,864691135866576604
157,1793,13.686763240445147,0,0,0,864691135778290109,864691135702946683
1209,2042,13.691251513283904,0,0,0,864691135209715833,864691135272069285
569,696,13.69653269992089,0,0,0,864691135694264511,864691135868386070
1557,1725,13.697572339652009,0,0,0,864691135811335116,864691135212492992
574,823,13.717928706623349,0,0,0,864691136101340021,864691135726140843
264,2232,13.723346530638931,0,0,0,864691135577956101,864691136314491965
729,1599,13.725335405737837,0,0,0,864691135060094107,864691136975624220
986,1206,13.7505548978942,0,0,0,864691135324437916,864691135976425327
767,980,13.751811517032968,0,0,0,864691136145208372,864691135234582361
1151,2121,13.753449603645006,0,0,0,864691135389195393,864691136058804696
1885,1899,13.757267170481216,0,0,0,864691135325487004,864691136034181307
1150,2063,13.779969230734809,0,0,0,864691135662825456,864691136034433723
1210,1303,13.780226993776282,0,0,0,864691135868957462,864691134919529994
737,2216,13.781573785312027,0,0,0,864691135955262472,864691136314457149
1081,1584,13.78574568168152,0,0,0,864691135476311616,864691135779716797
433,776,13.788159558113616,0,0,0,864691137021162094,864691135356708303
1291,1354,13.798144802834832,0,0,0,864691135476793920,864691136991901845
855,1813,13.81342419532539,0,0,0,864691136523288465,864691134919869706
314,1863,13.81407977391182,0,0,0,864691135865374940,864691136968306126
1555,1734,13.81556223973523,0,0,0,864691136975639836,864691135765006134
436,568,13.817482259804093,0,0,0,864691136239859772,864691135694246079
555,2053,13.818093645651684,0,0,0,864691135763433270,864691136043508822
674,696,13.818850892892678,0,0,0,864691135335937513,864691135868386070
1612,1832,13.820687103035098,0,0,0,864691135774368763,864691135343818161
760,1067,13.8337095531169,0,0,0,864691135867561349,864691136579217172
79,624,13.835263929538879,0,0,0,864691135809375005,864691135569363948
9,1319,13.83821317945348,0,0,0,864691136023889209,864691136006493898
505,2250,13.841257746317709,0,0,0,864691135455400554,864691135493686111
1229,1274,13.843396115115643,0,0,0,864691135294767884,864691135592276491
1864,2217,13.845400102561147,0,0,0,864691135727790911,864691136927688266
965,1294,13.84999638989126,0,0,0,864691135684809458,864691135396312821
437,1318,13.85079809974855,0,0,0,864691135102274592,864691135741458324
927,1166,13.852325147786592,0,0,0,864691135585503864,864691135455875690
1580,2038,13.862744317053542,0,0,0,864691135274830353,864691137199765313
1626,1902,13.868357076452911,0,0,0,864691136275166398,864691136145574196
767,928,13.870941136058562,0,0,0,864691136145208372,864691136195537366
1497,2128,13.871882352442315,0,0,0,864691135764932662,864691135164887085
517,1222,13.876197750104273,0,0,0,864691135778811325,864691136022090744
1742,1886,13.887817971157286,0,0,0,864691136239793212,864691135990672896
243,879,13.90073379358086,0,0,0,864691135584504429,864691135271343525
1511,2311,13.90332794693409,0,0,0,864691136925094628,864691135858363694
611,1900,13.907987920615987,0,0,0,864691135361548615,864691135106357069
738,1476,13.919310327742581,0,0,0,864691135583277677,864691136026155577
611,1203,13.924838239635026,0,0,0,864691135361548615,864691135868684566
1422,1514,13.929948169322127,0,0,0,864691135809954845,864691135954680867
882,1309,13.93158138905987,0,0,0,864691135989149187,864691135939462453
1132,1251,13.936872532960924,0,0,0,864691135465583685,864691136125840678
871,2033,13.939078879179874,0,0,0,864691136391042167,864691136041575422
489,685,13.941649830633413,0,0,0,864691135404860654,864691136438469534
1173,1267,13.945542083404321,0,0,0,864691135852558279,864691135577208606
1820,1975,13.949586947289855,0,0,0,864691135990701056,864691135750958889
1089,1479,13.955815991908205,0,0,0,864691135741197716,864691136026198585
943,2053,13.961118579827302,0,0,0,864691136137237899,864691136043508822
936,1737,13.964070466737184,0,0,0,864691135469807954,864691136111402424
1692,2074,13.975377204211622,0,0,0,864691136034011579,864691134942468707
983,1251,13.97631138748705,0,0,0,864691136311451226,864691136125840678
1578,1791,13.978820551105224,0,0,0,864691135802215266,864691135431591728
2094,2263,13.97987124404227,0,0,0,864691135060768923,864691135137299481
1856,2249,13.982434695002064,0,0,0,864691135562780385,864691136010651052
941,943,13.983240253961231,0,0,0,864691135838916755,864691136137237899
468,720,14.0024432153821,0,0,0,864691135727867967,864691136211325884
1501,1564,14.003135648846586,0,0,0,864691135656578242,864691136814180211
1484,2246,14.007312376041215,0,0,0,864691135405713902,864691135783308368
418,1308,14.00778069502804,0,0,0,864691135136312089,864691135947876644
522,955,14.011469587448643,0,0,0,864691135014246390,864691136335213235
419,936,14.013671039381462,0,0,0,864691137055253878,864691135469807954
1312,1458,14.0189220698312,0,0,0,864691136335553971,864691136126503206
1323,2280,14.020312122060643,0,0,0,864691136211371452,864691135593133067
768,1292,14.025405519984089,0,0,0,864691135417827770,864691135583913069
2162,2210,14.026318119877327,0,0,0,864691136118878116,864691136336107187
1560,2140,14.028143141556614,0,0,0,864691135324963484,864691135756148685
202,1424,14.029821951828142,0,0,0,864691135778675552,864691135993767617
169,1173,14.045651284294394,0,0,0,864691135946994785,864691135852558279
882,1189,14.04568773681085,0,0,0,864691135989149187,864691135866223998
424,990,14.049496503433971,0,0,0,864691135276188133,864691136484415020
1537,1904,14.050680837596452,0,0,0,864691136391027728,864691135886132080
426,953,14.052928520418767,0,0,0,864691136380400341,864691135942730612
934,1391,14.05381428652024,0,0,0,864691135970293605,864691135640929595
1338,1723,14.060734546957354,0,0,0,864691136392254847,864691135375655880
131,1848,14.06177229228237,0,0,0,864691135802453858,864691135764644150
732,1583,14.062716664997513,0,0,0,864691135396794101,864691135717386266
543,965,14.062716664997554,0,0,0,864691135938925109,864691135684809458
1165,1868,14.066175030902981,0,0,0,864691135430859056,864691135867965317
984,1552,14.075165078960909,0,0,0,864691135360300632,864691136274933950
366,1317,14.076419999417492,0,0,0,864691135492308071,864691136058023640
1171,1425,14.076517751205445,0,0,0,864691135778604640,864691135566657623
426,438,14.079136337147942,0,0,0,864691136380400341,864691136596060322
1787,1902,14.079693178475175,0,0,0,864691135447994514,864691136145574196
1780,1884,14.093239230212582,0,0,0,864691135464671550,864691135732318393
436,675,14.093311888977714,0,0,0,864691136239859772,864691137055367798
161,925,14.09861496743566,0,0,0,864691135994804394,864691136742372956
1312,1494,14.099134725223308,0,0,0,864691136335553971,864691136137239691
726,2300,14.10594201037281,0,0,0,864691136012739747,864691135765013302
461,1446,14.112582754407558,0,0,0,864691135234382937,864691136484972332
737,1422,14.124475211490156,0,0,0,864691135955262472,864691135809954845
184,366,14.141812047966091,0,0,0,864691135565770007,864691135492308071
683,1446,14.150588963007854,0,0,0,864691135782542416,864691136484972332
165,1064,14.152940613172921,0,0,0,864691136903387826,864691135763447862
1192,1195,14.153155407894037,0,0,0,864691135448127572,864691135868919318
667,698,14.153591770289335,0,0,0,864691136313301565,864691135569592300
727,1899,14.15811286859946,0,0,0,864691135741963627,864691136034181307
713,2039,14.159638413462396,0,0,0,864691136274488254,864691135504168285
870,2012,14.167078456760263,0,0,0,864691135566168599,864691135389122689
1477,2290,14.170999117916876,0,0,0,864691135732557241,864691135504203357
175,965,14.171757830276288,0,0,0,864691135693735103,864691135684809458
255,2299,14.175027054647876,0,0,0,864691135294441654,864691136239980604
947,988,14.175963882572553,0,0,0,864691135417307322,864691135993274305
844,1213,14.177320480260022,0,0,0,864691136110765496,864691135477841320
196,430,14.193796955008176,0,0,0,864691135082074359,864691135688407776
710,722,14.194308718637838,0,0,0,864691134949081852,864691135611019015
1608,1789,14.19444398347461,0,0,0,864691135350717399,864691135920776624
576,1833,14.196175259554858,0,0,0,864691135136360217,864691135387535957
755,1382,14.198375118301316,0,0,0,864691135867532933,864691135773776459
254,1204,14.202000985776616,0,0,0,864691135809509917,864691135469215372
945,1690,14.205389399801755,0,0,0,864691135853055175,864691135442606920
1383,1429,14.213125201728117,0,0,0,864691135577135390,864691135566649431
91,2056,14.21701515790142,0,0,0,864691135404765166,864691135343601093
551,1461,14.220390993218183,0,0,0,864691135271038885,864691135277309669
1578,1810,14.222560107097488,0,0,0,864691135802215266,864691135994077377
1194,1573,14.22349605406494,0,0,0,864691135398243105,864691136211068860
998,1601,14.224569167465246,0,0,0,864691135503367517,864691136453183487
1127,1914,14.226476724755186,0,0,0,864691135347733151,864691135689296608
463,2200,14.236172519325628,0,0,0,864691135502885954,864691135741874836
755,1215,14.236334359658755,0,0,0,864691135867532933,864691134886792442
1095,2311,14.237554846250795,0,0,0,864691136954050527,864691135858363694
1338,1855,14.238678590374883,0,0,0,864691136392254847,864691135742609771
421,959,14.241458352289625,0,0,0,864691135519178378,864691135948150625
1176,1810,14.245032818495012,0,0,0,864691136021997560,864691135994077377
580,2238,14.246993788164547,0,0,0,864691136975144988,864691136331247338
976,1371,14.250782434659568,0,0,0,864691135384292843,864691136211385020
658,1410,14.254359052584576,0,0,0,864691135430486576,864691136953677535
1559,1645,14.255957351226874,0,0,0,864691135490326074,864691134919972106
180,1832,14.258632753528639,0,0,0,864691136005322698,864691135343818161
428,965,14.259833379110699,0,0,0,864691135655521986,864691135684809458
47,563,14.260237305178359,0,0,0,864691135655390658,864691136524089489
1240,1524,14.260524534532305,0,0,0,864691135464995134,864691136927761226
526,927,14.263181131851335,0,0,0,864691135591533579,864691135585503864
1464,2227,14.266548286113203,0,0,0,864691135928395278,864691135396940021
1790,1883,14.276528429558777,0,0,0,864691135465932357,864691134966495519
467,1822,14.291880771962749,0,0,0,864691135489677882,864691136053465587
676,2009,14.304503346848604,0,0,0,864691134941495395,864691135102151968
1115,1261,14.305395905042237,0,0,0,864691136010068652,864691135773694795
1642,2125,14.308911908317837,0,0,0,864691136421279639,864691135861093992
219,2224,14.31480799731532,0,0,0,864691135162585389,864691136453442303
696,2098,14.315344494632276,0,0,0,864691135868386070,864691136954019039
725,1852,14.315851913176452,0,0,0,864691135342541509,864691137056393846
554,1432,14.315952500619659,0,0,0,864691135787242948,864691135212086720
118,687,14.317425466891667,0,0,0,864691136012173475,864691135941300993
1076,2192,14.325174484103123,0,0,0,864691135717299738,864691135258628527
203,539,14.325909395218224,0,0,0,864691135293398284,864691135810803660
1827,2132,14.329748637013868,0,0,0,864691136620636045,864691134991010426
1117,1326,14.337020052995733,0,0,0,864691135360482392,864691135324725404
184,666,14.33903539294056,0,0,0,864691135565770007,864691136057790424
677,2172,14.34200097615399,0,0,0,864691136033227451,864691135757092306
1073,1464,14.342141541624846,0,0,0,864691135662802416,864691135928395278
983,1284,14.348075271617418,0,0,0,864691136311451226,864691136274712254
695,1995,14.357983145274881,0,0,0,864691135211568576,864691136108378073
520,1412,14.36322637849865,0,0,0,864691135688387040,864691135886130288
1840,1885,14.364170981995436,0,0,0,864691135465955397,864691135325487004
1579,2288,14.365050922290493,0,0,0,864691135511486985,864691134966710559
79,1354,14.379727952920351,0,0,0,864691135809375005,864691136991901845
535,1211,14.382373656667392,0,0,0,864691135573276197,864691136380718037
619,2141,14.383350374651988,0,0,0,864691136619529179,864691136524282001
1233,1495,14.385025547422572,0,0,0,864691136196202472,864691136968529870
1117,1531,14.389195946959639,0,0,0,864691135360482392,864691135015154934
1210,1258,14.400711093553667,0,0,0,864691135868957462,864691135124146727
999,1885,14.402330922458358,0,0,0,864691135511977680,864691135325487004
1087,1133,14.405261261080971,0,0,0,864691136085904236,864691135384344043
1320,1802,14.411393270603659,0,0,0,864691135655894978,864691135520105354
1608,2210,14.413078505302071,0,0,0,864691135350717399,864691136336107187
856,951,14.413613564960006,0,0,0,864691135157994084,864691135447312274
1358,2201,14.415780242498183,0,0,0,864691136118359716,864691136381325781
456,1167,14.42161045098633,0,0,0,864691136275771917,864691136042688854
529,604,14.424379362731758,0,0,0,864691135698820373,864691135778335328
439,609,14.4289220664608,0,0,0,864691135801393250,864691135939114293
138,1720,14.432550987264868,0,0,0,864691136136778621,864691135727686463
1281,2035,14.435017422919861,0,0,0,864691135849634142,864691135779049568
1595,1814,14.439705260149895,0,0,0,864691135566966807,864691136229186129
715,1914,14.443605090142835,0,0,0,864691136523081105,864691135689296608
822,2277,14.447001072887003,0,0,0,864691136914445809,864691136331249642
264,1691,14.449975501709286,0,0,0,864691135577956101,864691136381353685
1806,2213,14.45081035790043,0,0,0,864691135340055782,864691136425681967
26,778,14.452581776277938,0,0,0,864691135361314119,864691136674080135
721,1961,14.45522078696824,0,0,0,864691135738995588,864691136664950750
248,1594,14.455592689336662,0,0,0,864691136424990255,864691135760635214
601,933,14.462834023800458,0,0,0,864691135539591282,864691136287879619
596,1578,14.475891129737127,0,0,0,864691136579193108,864691135802215266
610,2146,14.47960220448057,0,0,0,864691135941293057,864691135343923633
1075,1477,14.483676881234247,0,0,0,864691135448215698,864691135732557241
954,1172,14.489499646295627,0,0,0,864691135773240571,864691135787093956
689,2298,14.489923671296602,0,0,0,864691135990004992,864691135165079085
1205,1210,14.493918172806183,0,0,0,864691136274695358,864691135868957462
565,1507,14.495437075162586,0,0,0,864691136618553563,864691135571515270
434,924,14.496743910271718,0,0,0,864691136311179354,864691135919749808
1668,2187,14.499222599850004,0,0,0,864691135164887853,864691134942472035
1184,1188,14.503135109347932,0,0,0,864691136905458866,864691135447540882
205,987,14.506029642876165,0,0,0,864691135464633245,864691135778465376
542,988,14.511693491801745,0,0,0,864691136117811876,864691135993274305
524,1516,14.512822468424305,0,0,0,864691136025333561,864691135810492189
1143,1975,14.513199509412152,0,0,0,864691134919403530,864691135750958889
499,1671,14.520606047958228,0,0,0,864691135801163874,864691135567047191
165,181,14.523596248863361,0,0,0,864691136903387826,864691136913135089
2271,2281,14.531050340563777,0,0,0,864691135587771772,864691135577816862
215,697,14.531666938104474,0,0,0,864691135992790209,864691134886335738
716,1506,14.544915262730127,0,0,0,864691135725920939,864691136596901026
1042,2162,14.547390143939907,0,0,0,864691135430346544,864691136118878116
1223,1273,14.550537584570574,0,0,0,864691135214611512,864691135101824288
2043,2281,14.560703279718293,0,0,0,864691136058745048,864691135577816862
221,1307,14.56474647908429,0,0,0,864691135688823008,864691135476790080
479,482,14.566293145478017,0,0,0,864691136618795227,864691136330122730
26,253,14.570424839379308,0,0,0,864691135361314119,864691135586240120
666,880,14.572065330624902,0,0,0,864691136057790424,864691135941549825
418,990,14.573235742277717,0,0,0,864691135136312089,864691136484415020
1143,1885,14.581226285878676,0,0,0,864691134919403530,864691135325487004
673,688,14.583936368484265,0,0,0,864691136991359893,864691136021865976
185,1128,14.584649464419709,0,0,0,864691135611337735,864691135955477512
1190,1383,14.58468456978068,0,0,0,864691135764062006,864691135577135390
2220,2228,14.587095667061392,0,0,0,864691135717457178,864691136968773070
1076,1533,14.603372761112482,0,0,0,864691135717299738,864691136381301461
1295,2042,14.604978877081539,0,0,0,864691135388675969,864691135272069285
613,2237,14.605125675597586,0,0,0,864691136484364844,864691135562978017
82,1426,14.606608915145252,0,0,0,864691135495542672,864691135164434989
694,1487,14.608782016307877,0,0,0,864691135375351369,864691136620914829
1421,1525,14.615279675736627,0,0,0,864691135867644805,864691135920800688
78,1542,14.6204722221959,0,0,0,864691135545730856,864691135741982868
1308,1966,14.626050184516648,0,0,0,864691135947876644,864691135686442423
241,726,14.629707857643636,0,0,0,864691136043283030,864691136012739747
148,2222,14.636502314419186,0,0,0,864691136967634382,864691136229363025
1077,2028,14.639718576530141,0,0,0,864691136381243349,864691135015605910
1567,1590,14.646741617165318,0,0,0,864691135802341986,864691135920571056
419,2145,14.64794756954022,0,0,0,864691137055253878,864691135618339945
934,1382,14.653764021574847,0,0,0,864691135970293605,864691135773776459
1844,2025,14.658235637347309,0,0,0,864691135294361782,864691135448130450
1458,2209,14.669533053236565,0,0,0,864691136126503206,864691135309722950
1069,2154,14.672586684017256,0,0,0,864691136010027182,864691136196979020
1080,1919,14.673456852425803,0,0,0,864691135778331232,864691135336669673
210,772,14.674189585799962,0,0,0,864691135571546917,864691136086206316
2072,2168,14.674436002790616,0,0,0,864691135102390816,864691135929072340
1475,2315,14.692986081801099,0,0,0,864691135124603687,864691135886314096
1576,1888,14.694247037531458,0,0,0,864691135592502539,864691136041321982
1414,1818,14.69969251379085,0,0,0,864691135309290822,864691135742756203
856,956,14.700093060929884,0,0,0,864691135157994084,864691135591726603
420,607,14.70023020227919,0,0,0,864691135655473858,864691136390099728
1790,1844,14.710868907036103,0,0,0,864691135465932357,864691135294361782
932,1278,14.722791039745191,0,0,0,864691135970293349,864691136107964377
481,768,14.732501213303841,0,0,0,864691136120038424,864691135417827770
2286,2289,14.733906474523346,0,0,0,864691135336954857,864691135060869787
1183,1185,14.73759817609364,0,0,0,864691135773640699,864691135503293250
1166,1291,14.737661144157137,0,0,0,864691135455875690,864691135476793920
490,1800,14.741161419644007,0,0,0,864691135294442678,864691135562798817
1163,1895,14.744208354469178,0,0,0,864691135742247787,864691135215023416
2038,2120,14.74511118981474,0,0,0,864691137199765313,864691136034464443
671,1811,14.745788280047922,0,0,0,864691135417313722,864691135387513685
567,794,14.74584036262424,0,0,0,864691135271077541,864691136092725684
79,980,14.748930266293938,0,0,0,864691135809375005,864691135234582361
1412,2278,14.749743862182864,0,0,0,864691135886130288,864691135751149353
132,1395,14.751861170713438,0,0,0,864691136487168530,864691135124209447
1530,1582,14.757085891191426,0,0,0,864691135810466333,864691135858298670
640,967,14.75848881152808,0,0,0,864691135997332650,864691136906067890
757,1291,14.758924622071955,0,0,0,864691136489262866,864691135476793920
53,2110,14.759538204158048,0,0,0,864691136238652476,864691135853198023
698,1163,14.76161292000296,0,0,0,864691135569592300,864691135742247787
944,1780,14.76813867757208,0,0,0,864691135276504549,864691135464671550
1306,1840,14.771249913260613,0,0,0,864691135849640798,864691135465955397
954,1250,14.775168357754788,0,0,0,864691135773240571,864691136742623580
1189,1301,14.783863635734807,0,0,0,864691135866223998,864691136041000190
184,949,14.788570722013741,0,0,0,864691135565770007,864691135014681590
286,1295,14.788901784784422,0,0,0,864691135274355473,864691135388675969
78,1516,14.7918939963752,0,0,0,864691135545730856,864691135810492189
545,1283,14.793332552200658,0,0,0,864691136090728503,864691135592283403
543,1294,14.803729259885808,0,0,0,864691135938925109,864691135396312821
1382,2035,14.806701185611892,0,0,0,864691135773776459,864691135779049568
577,579,14.808810350598735,0,0,0,864691135868210454,864691136195891788
490,1640,14.813753609399564,0,0,0,864691135294442678,864691136011686318
737,1581,14.816434118910054,0,0,0,864691135955262472,864691135701746978
602,937,14.823160256841279,0,0,0,864691135782278224,864691135763364662
1745,2011,14.823171050756962,0,0,0,864691136314078013,864691136196262102
728,1541,14.826193037998607,0,0,0,864691136085781356,864691135478429352
2106,2134,14.830411996974394,0,0,0,864691135994235841,864691135756075981
723,1490,14.830578141124462,0,0,0,864691135892202633,864691135464795710
541,957,14.834485228682588,0,0,0,864691134989919098,864691135782330192
766,1249,14.84258737552182,0,0,0,864691135726340523,864691136239387708
1444,2084,14.846191700230733,0,0,0,864691135464928318,864691136579969300
1844,2053,14.848622831764585,0,0,0,864691135294361782,864691136043508822
1240,1513,14.851758145081707,0,0,0,864691135464995134,864691135843242211
304,476,14.853121961392485,0,0,0,864691135516975315,864691135778544480
1212,1285,14.859825032617277,0,0,0,864691136013161891,864691135842794979
2039,2280,14.863442400735986,0,0,0,864691135504168285,864691135593133067
937,1255,14.869510281108733,0,0,0,864691135763364662,864691135183646466
1464,2190,14.87243033266591,0,0,0,864691135928395278,864691134991032954
525,770,14.873790102055402,0,0,0,864691137055244406,864691136742708828
719,1312,14.875700454096272,0,0,0,864691135774307659,864691136335553971
1277,2119,14.876945923138981,0,0,0,864691135917058150,864691135739004292
1143,1306,14.878597783393396,0,0,0,864691134919403530,864691135849640798
722,1357,14.90497903386652,0,0,0,864691135611019015,864691136118337956
667,1539,14.905440617438929,0,0,0,864691136313301565,864691135941975974
330,478,14.912832594782255,0,0,0,864691135455977578,864691135750307881
137,1391,14.916471432614353,0,0,0,864691136904366770,864691135640929595
735,737,14.923860090472658,0,0,0,864691135473540914,864691135955262472
1781,1797,14.925009346730716,0,0,0,864691136111251896,864691135742664043
1172,1442,14.933580950328063,0,0,0,864691135787093956,864691136390601335
149,434,14.942603789166098,0,0,0,864691135492371303,864691136311179354
1764,2292,14.94657151322668,0,0,0,864691135742824555,864691135102433056
508,1796,14.950989800009904,0,0,0,864691136904594610,864691135277186789
1091,1227,14.951452103391155,0,0,0,864691136619939213,864691135503350082
1271,1280,14.951638304881481,0,0,0,864691135336422633,864691135619527311
687,2121,14.952907409597676,0,0,0,864691135941300993,864691136058804696
1566,1670,14.957460747065305,0,0,0,864691135732210873,864691135015652246
1690,1799,14.966426427173623,0,0,0,864691135442606920,864691136138779517
458,2174,14.969248478130101,0,0,0,864691135993150913,864691136108410329
1686,1794,14.96979839543607,0,0,0,864691136484596012,864691135698211994
194,1029,14.970599453595696,0,0,0,864691135954940424,864691135853091015
1473,2263,14.973410032454167,0,0,0,864691135295165196,864691135137299481
1330,1378,14.973728460206619,0,0,0,864691136905560754,864691135779297981
165,424,14.985725474597555,0,0,0,864691136903387826,864691135276188133
975,1916,14.98613545915019,0,0,0,864691135465343045,864691135280682401
438,541,14.99535714813082,0,0,0,864691136596060322,864691134989919098
1228,1275,14.999129574745309,0,0,0,864691135473961522,864691135939209988
82,540,15.00401013062828,0,0,0,864691135495542672,864691135271103653
663,1334,15.007906183075702,0,0,0,864691135885635952,864691136025624889
533,599,15.0095884020848,0,0,0,864691135763491126,864691135725838763
594,1382,15.012930959676126,0,0,0,864691135014256630,864691135773776459
1126,1211,15.013636468224476,0,0,0,864691135396115189,864691136380718037
568,2033,15.014243903706856,0,0,0,864691135694246079,864691136041575422
161,989,15.014275873314743,0,0,0,864691135994804394,864691134949095932
1162,2128,15.014378175602193,0,0,0,864691135274195217,864691135164887085
490,683,15.017346769652793,0,0,0,864691135294442678,864691135782542416
872,2174,15.01918559709549,0,0,0,864691135272003237,864691136108410329
254,1186,15.022920088984046,0,0,0,864691135809509917,864691135369002233
1066,1167,15.02549939269904,0,0,0,864691136488621842,864691136042688854
1065,1285,15.027092333515453,0,0,0,864691135989998080,864691135842794979
811,862,15.034128641195107,0,0,0,864691135942924148,864691136091074615
327,678,15.039940425413953,0,0,0,864691135573296677,864691135430290480
461,501,15.040495736510815,0,0,0,864691135234382937,864691135731679929
1666,1830,15.042265786775593,0,0,0,864691135102353696,864691135060727707
1496,1503,15.04286781169071,0,0,0,864691136196969548,864691136011684526
132,882,15.045209735992392,0,0,0,864691136487168530,864691135989149187
1317,1379,15.04677506976155,0,0,0,864691136058023640,864691136967869902
517,718,15.046809096948081,0,0,0,864691135778811325,864691135431654960
1299,1437,15.046840997365498,0,0,0,864691135701272610,864691135343499441
449,570,15.047200404061956,0,0,0,864691136330407914,864691135782241616
1328,2184,15.048153109268927,0,0,0,864691136006519498,864691135466236229
595,720,15.048244548783758,0,0,0,864691135757002450,864691136211325884
272,677,15.06670182886755,0,0,0,864691136968429774,864691136033227451
1502,2289,15.067829571640385,0,0,0,864691135214977920,864691135060869787
135,503,15.069471125424412,0,0,0,864691135995711402,864691135874782350
1262,2039,15.071832270828962,0,0,0,864691135136735001,864691135504168285
1525,1530,15.071864118283417,0,0,0,864691135920800688,864691135810466333
203,733,15.07306153374289,0,0,0,864691135293398284,864691136953631711
464,2252,15.078351103486076,0,0,0,864691135498973715,864691134887552506
1241,1400,15.085176830252982,0,0,0,864691136210975676,864691135698016410
1244,1609,15.091692019121027,0,0,0,864691136195796182,864691136211175612
1473,1533,15.09667831014493,0,0,0,864691135295165196,864691136381301461
940,1731,15.101999867567299,0,0,0,864691135842486243,864691135778618029
587,695,15.103764828677685,0,0,0,864691135810773452,864691135211568576
1227,1391,15.110763316259025,0,0,0,864691135503350082,864691135640929595
1197,2095,15.110778140122386,0,0,0,864691135716679194,864691136118805668
1223,1292,15.114676311453003,0,0,0,864691135214611512,864691135583913069
962,2146,15.11687798455753,0,0,0,864691135866279900,864691135343923633
86,197,15.118190367897784,0,0,0,864691135518453642,864691135572385061
755,964,15.118486696756309,0,0,0,864691135867532933,864691136596177570
581,2190,15.128439972449215,0,0,0,864691135719900721,864691134991032954
535,1725,15.131508847434816,0,0,0,864691135573276197,864691135212492992
607,1432,15.13625581179191,0,0,0,864691136390099728,864691135212086720
187,1832,15.146051630705626,0,0,0,864691135660772080,864691135343818161
1288,1295,15.146389668828713,0,0,0,864691135577221406,864691135388675969
564,2238,15.154510879602823,0,0,0,864691134941412707,864691136331247338
582,2298,15.160335616337855,0,0,0,864691135562004193,864691135165079085
1618,1651,15.163495111615946,0,0,0,864691136011458734,864691137056345206
929,1082,15.164294906127337,0,0,0,864691135763362102,864691135646017007
203,1228,15.165436492234583,0,0,0,864691135293398284,864691135473961522
610,962,15.167715187199377,0,0,0,864691135941293057,864691135866279900
