idx_a,idx_b,dist_um,syn_ab,syn_ba,syn_total,root_id_a,root_id_b
692,980,16.280314493276755,0,0,0,864691135920381616,864691135234582361
1595,2231,16.28219149868963,0,0,0,864691135566966807,864691135398925345
583,2315,16.28344140530489,0,0,0,864691136052637171,864691135886314096
1634,1767,16.285738546347932,0,0,0,864691136742921308,864691135659824514
1151,2315,16.29231377060971,0,0,0,864691135389195393,864691135886314096
512,1505,16.295456053759295,0,0,0,864691135948215076,864691136968585678
535,1395,16.295668136041538,0,0,0,864691135573276197,864691135124209447
995,1029,16.2984504784964,0,0,0,864691136814627955,864691135853091015
2153,2210,16.30224131829737,0,0,0,864691136314485053,864691136336107187
948,1245,16.304314030341768,0,0,0,864691135694421439,864691135375361480
838,1847,16.307102746962727,0,0,0,864691135572576237,864691135511316745
421,532,16.307730682103003,0,0,0,864691135519178378,864691136619828877
1451,1562,16.309064964000864,0,0,0,864691136381224149,864691136042982742
1493,1562,16.30920623451677,0,0,0,864691136314404669,864691136042982742
2221,2290,16.312853337169436,0,0,0,864691135742097044,864691135504203357
633,2236,16.31433823359068,0,0,0,864691136372047496,864691135778572973
295,1156,16.316597684566535,0,0,0,864691135989337088,864691135342823877
78,1985,16.317058558453503,0,0,0,864691135545730856,864691135376096329
1115,1513,16.317476275453856,0,0,0,864691136010068652,864691135843242211
2095,2116,16.31918625422238,0,0,0,864691136118805668,864691135741910164
1176,1190,16.320362741066774,0,0,0,864691136021997560,864691135764062006
968,1383,16.32220377277534,0,0,0,864691136926764362,864691135577135390
1804,2231,16.323638810020277,0,0,0,864691135717163802,864691135398925345
79,525,16.326147861636024,0,0,0,864691135809375005,864691137055244406
671,700,16.330806226270735,0,0,0,864691135417313722,864691135157198692
899,1057,16.331872152328323,0,0,0,864691135101431072,864691135763941174
281,2260,16.334850106444257,0,0,0,864691135466158917,864691135570381292
511,926,16.33637609753153,0,0,0,864691135067448132,864691135738266500
1229,2037,16.3381859458142,0,0,0,864691135294767884,864691135939925813
1737,2145,16.339564743285013,0,0,0,864691136111402424,864691135618339945
573,2009,16.35151662690649,0,0,0,864691136311267930,864691135102151968
829,1141,16.351538153947477,0,0,0,864691135849300318,864691136424640047
694,710,16.351939334525433,0,0,0,864691135375351369,864691134949081852
1835,2234,16.353755287395025,0,0,0,864691136118686884,864691136524297617
375,791,16.355256035904752,0,0,0,864691135977134403,864691136905203378
1987,2074,16.35541451630015,0,0,0,864691136026013497,864691134942468707
1076,1121,16.360803892229786,0,0,0,864691135717299738,864691135339600102
2190,2315,16.361680109328613,0,0,0,864691134991032954,864691135886314096
523,931,16.36218078374633,0,0,0,864691135356320463,864691135510267401
185,1837,16.363567337228137,0,0,0,864691135611337735,864691136177632518
1165,1326,16.36499679193374,0,0,0,864691135430859056,864691135324725404
933,1391,16.365554069447203,0,0,0,864691136287879619,864691135640929595
1539,1808,16.368062560975233,0,0,0,864691135941975974,864691135994134977
993,2056,16.369149519752096,0,0,0,864691135430186032,864691135343601093
1115,1333,16.38025152432031,0,0,0,864691136010068652,864691135448212882
1217,1245,16.38372070074438,0,0,0,864691135566500439,864691135375361480
1787,2257,16.38737465245729,0,0,0,864691135447994514,864691135562975969
682,973,16.388938708775505,0,0,0,864691135576881950,864691135209432185
1472,1533,16.389532269103984,0,0,0,864691135853088967,864691136381301461
549,1181,16.396450347560002,0,0,0,864691135865648254,864691135350420951
2009,2087,16.396544026105026,0,0,0,864691135102151968,864691135695146943
500,1869,16.39721537334927,0,0,0,864691135801267554,864691136118667428
619,1799,16.400399995122065,0,0,0,864691136619529179,864691136138779517
547,958,16.401867210778132,0,0,0,864691135938990901,864691134949041148
839,1782,16.404120457982454,0,0,0,864691136445215875,864691136603811281
686,1143,16.408388098774438,0,0,0,864691135725842603,864691134919403530
1109,1202,16.410010603287315,0,0,0,864691135476495936,864691136196265704
518,1459,16.41222568696882,0,0,0,864691135773073147,864691136364362466
971,2224,16.41267022760164,0,0,0,864691135493665631,864691136453442303
1140,1811,16.413927744449225,0,0,0,864691135990134784,864691135387513685
1584,2286,16.416226119300358,0,0,0,864691135779716797,864691135336954857
1247,1952,16.417746495789213,0,0,0,864691135476528704,864691135948823905
572,1802,16.424077934544762,0,0,0,864691135988557315,864691135520105354
1155,2122,16.426826839045944,0,0,0,864691135755384269,864691135102351392
424,2119,16.429688250237735,0,0,0,864691135276188133,864691135739004292
1590,1838,16.432445953052717,0,0,0,864691135920571056,864691135518173395
1150,1555,16.43490724038321,0,0,0,864691135662825456,864691136975639836
703,1895,16.435296650806144,0,0,0,864691135976063855,864691135215023416
2009,2217,16.442341439101728,0,0,0,864691135102151968,864691136927688266
1204,1248,16.442403717218454,0,0,0,864691135469215372,864691135809663773
1597,1837,16.44608743744236,0,0,0,864691136814271603,864691136177632518
1180,1190,16.449885105981767,0,0,0,864691136927119946,864691135764062006
1111,1522,16.45002322186817,0,0,0,864691134949248508,864691135741998484
1416,1908,16.450507590952938,0,0,0,864691135584008045,864691135885996912
563,1856,16.452017019198554,0,0,0,864691136524089489,864691135562780385
426,605,16.45226403872728,0,0,0,864691136380400341,864691135279848865
241,2300,16.45335321446668,0,0,0,864691136043283030,864691135765013302
557,2183,16.45494211475684,0,0,0,864691135919756208,864691136524172689
192,427,16.455377722799252,0,0,0,864691135477448360,864691135801376610
1723,1855,16.45782002575062,0,0,0,864691135375655880,864691135742609771
1196,2235,16.45876884824622,0,0,0,864691135646292719,864691135955962888
556,557,16.45892438769924,0,0,0,864691135183999490,864691135919756208
817,1258,16.45945321084523,0,0,0,864691135014696182,864691135124146727
2180,2200,16.459482373391975,0,0,0,864691135492749415,864691135741874836
1692,1787,16.460479701393883,0,0,0,864691136034011579,864691135447994514
1518,1520,16.463014547767372,0,0,0,864691135184104194,864691135567059223
1977,2173,16.465626741791652,0,0,0,864691135387558997,864691136288604355
248,1427,16.47305678980077,0,0,0,864691136424990255,864691136968094158
1671,1977,16.476861837133963,0,0,0,864691135567047191,864691135387558997
1779,2126,16.477056047728876,0,0,0,864691136177629702,864691135928376590
1092,1229,16.477739650813657,0,0,0,864691135948238177,864691135294767884
135,640,16.480963078655332,0,0,0,864691135995711402,864691135997332650
904,1099,16.485251590436754,0,0,0,864691135209194617,864691135271081125
694,974,16.485298177467012,0,0,0,864691135375351369,864691135760106830
467,2100,16.48543599666086,0,0,0,864691135489677882,864691136927732810
300,1131,16.48649968913963,0,0,0,864691135918528432,864691135742365803
532,541,16.488114507123086,0,0,0,864691136619828877,864691134989919098
1421,2216,16.49403674059205,0,0,0,864691135867644805,864691136314457149
1192,2116,16.495171657185008,0,0,0,864691135448127572,864691135741910164
213,1430,16.49950108336612,0,0,0,864691134941063523,864691136177129478
1899,2300,16.500709318086855,0,0,0,864691136034181307,864691135765013302
507,2126,16.502819153102347,0,0,0,864691135726939455,864691135928376590
557,640,16.503332996701015,0,0,0,864691135919756208,864691135997332650
1454,1845,16.50340522437718,0,0,0,864691135866947804,864691135764583990
1208,1601,16.503705280936227,0,0,0,864691135499283987,864691136453183487
1226,1474,16.506016357680043,0,0,0,864691135211926464,864691135493624415
229,586,16.50704576839843,0,0,0,864691135101521952,864691136975088156
568,871,16.51212403054188,0,0,0,864691135694246079,864691136391042167
483,2057,16.51268990806765,0,0,0,864691135502748482,864691135196576298
98,1548,16.514869905633496,0,0,0,864691135731966649,864691135474179378
167,616,16.515241929805345,0,0,0,864691136273370302,864691136523033233
697,1140,16.515443439399384,0,0,0,864691134886335738,864691135990134784
673,1142,16.517039928510204,0,0,0,864691136991359893,864691134949350652
532,959,16.52368578737813,0,0,0,864691136619828877,864691135948150625
520,620,16.52388913058908,0,0,0,864691135688387040,864691135989943040
1564,1847,16.52489419028158,0,0,0,864691136814180211,864691135511316745
1196,2138,16.52750434881199,0,0,0,864691135646292719,864691134887444730
1588,1686,16.528908009907973,0,0,0,864691135885921648,864691136484596012
755,1212,16.53146333510741,0,0,0,864691135867532933,864691136013161891
696,1371,16.53392536574424,0,0,0,864691135868386070,864691136211385020
1551,1997,16.537538389978156,0,0,0,864691135503782210,864691135695042751
722,1487,16.538467159927492,0,0,0,864691135611019015,864691136620914829
1665,1798,16.54917520603367,0,0,0,864691135928366606,864691135573191405
824,1716,16.549184874186462,0,0,0,864691135617152361,864691136381294805
192,771,16.553051682393715,0,0,0,864691135477448360,864691136177029382
1029,2280,16.553360988028974,0,0,0,864691135853091015,864691135593133067
422,1395,16.555755977906948,0,0,0,864691135257689519,864691135124209447
603,612,16.55653683594487,0,0,0,864691135572712485,864691135456165738
507,1869,16.563640179622357,0,0,0,864691135726939455,864691136118667428
998,2040,16.56565120965664,0,0,0,864691135503367517,864691135977768259
163,1592,16.569761374262487,0,0,0,864691136674744199,864691135294187190
891,1089,16.57322177489937,0,0,0,864691136914541041,864691135741197716
599,1554,16.573598281604458,0,0,0,864691135725838763,864691135465795653
63,942,16.57945909853515,0,0,0,864691135782702387,864691135409940425
186,876,16.58039324020998,0,0,0,864691135214123064,864691135948123745
869,1729,16.584571143083565,0,0,0,864691135464946757,864691135573315053
539,624,16.584941603756086,0,0,0,864691135810803660,864691135569363948
970,1566,16.585126830989193,0,0,0,864691135919956656,864691135732210873
494,1804,16.595542534066137,0,0,0,864691135304641703,864691135717163802
1043,1161,16.595579170369515,0,0,0,864691136238090767,864691135763975990
505,1482,16.59651433283505,0,0,0,864691135455400554,864691135850033758
601,1289,16.599404326661833,0,0,0,864691135539591282,864691135476769344
521,2278,16.600323852262658,0,0,0,864691135778815421,864691135751149353
586,1916,16.601686661300427,0,0,0,864691136975088156,864691135280682401
1775,1953,16.608001926782133,0,0,0,864691135566902039,864691135990793216
1642,2074,16.6115930602697,0,0,0,864691136421279639,864691134942468707
703,2288,16.62213079000404,0,0,0,864691135976063855,864691134966710559
598,1287,16.632990831477112,0,0,0,864691135479744454,864691135431088176
165,2119,16.636191871939904,0,0,0,864691136903387826,864691135739004292
659,1241,16.6390634351817,0,0,0,864691135583352941,864691136210975676
29,71,16.64049999248822,0,0,0,864691135496333968,864691135257404079
667,1076,16.64142301607638,0,0,0,864691136313301565,864691135717299738
241,2121,16.643022802363724,0,0,0,864691136043283030,864691136058804696
726,1899,16.644339818689062,0,0,0,864691136012739747,864691136034181307
951,2216,16.647505999398255,0,0,0,864691135447312274,864691136314457149
84,244,16.653312943675733,0,0,0,864691135463695429,864691136194355176
1479,2122,16.65693177028702,0,0,0,864691136026198585,864691135102351392
971,1773,16.65757725481101,0,0,0,864691135493665631,864691135616235979
1195,1197,16.660909939135962,0,0,0,864691135868919318,864691135716679194
1081,2293,16.670343487762956,0,0,0,864691135476311616,864691135375888840
1107,1686,16.67097309697311,0,0,0,864691135779705021,864691136484596012
1136,1372,16.67132628197286,0,0,0,864691135395833333,864691135441799752
1340,1698,16.672262953780468,0,0,0,864691135492991839,864691135014966262
949,1251,16.679038821227035,0,0,0,864691135014681590,864691136125840678
1127,1487,16.679186550908295,0,0,0,864691135347733151,864691136620914829
511,962,16.680573611240142,0,0,0,864691135067448132,864691135866279900
1483,1832,16.681826278918116,0,0,0,864691136968542926,864691135343818161
1169,1286,16.682476554756548,0,0,0,864691135817419343,864691135662408944
682,1802,16.68315174060345,0,0,0,864691135576881950,864691135520105354
578,769,16.685217409431637,0,0,0,864691135447582354,864691136125985318
577,1794,16.687569026074584,0,0,0,864691135868210454,864691135698211994
602,1173,16.68842185468714,0,0,0,864691135782278224,864691135852558279
121,1902,16.68920609256172,0,0,0,864691135503004765,864691136145574196
1347,1370,16.689649007693216,0,0,0,864691136975583516,864691136274786494
206,989,16.689804312813298,0,0,0,864691135472556082,864691134949095932
99,1509,16.689925104685237,0,0,0,864691135611140359,864691136314448701
1644,2099,16.697899269069843,0,0,0,864691136523889553,864691135325413788
372,846,16.699602869529592,0,0,0,864691136445062787,864691135578360837
1495,2109,16.707256387569966,0,0,0,864691136968529870,864691135135019168
1481,1987,16.709179273680608,0,0,0,864691135102381856,864691136026013497
1492,2083,16.709792099245263,0,0,0,864691135336847849,864691136364308962
458,499,16.71016169879873,0,0,0,864691135993150913,864691135801163874
2025,2053,16.714603913943083,0,0,0,864691135448130450,864691136043508822
1387,2046,16.715306518278354,0,0,0,864691135878154067,864691135448811860
969,1537,16.716018664741895,0,0,0,864691136814508659,864691136391027728
1506,1651,16.720024880364274,0,0,0,864691136596901026,864691137056345206
1448,2259,16.722658161907205,0,0,0,864691135448256146,864691136011768494
1199,1551,16.724862450854417,0,0,0,864691136927187786,864691135503782210
594,934,16.727020535648336,0,0,0,864691135014256630,864691135970293605
1468,1732,16.727033927149165,0,0,0,864691135447653010,864691135656579010
1031,1087,16.72813581963037,0,0,0,864691135417443514,864691136085904236
1119,1472,16.73500761876129,0,0,0,864691134941824611,864691135853088967
1234,1538,16.73505351052094,0,0,0,864691136299034139,864691135757083346
479,996,16.737927231291252,0,0,0,864691136618795227,864691136452609023
1143,1899,16.743256553012607,0,0,0,864691134919403530,864691136034181307
545,1293,16.74425991198174,0,0,0,864691136090728503,864691135431109168
2126,2207,16.744336355914573,0,0,0,864691135928376590,864691135732518585
506,519,16.74588618138798,0,0,0,864691135782156880,864691136389921911
183,984,16.752114612788375,0,0,0,864691135697271450,864691135360300632
2079,2213,16.75365989866099,0,0,0,864691135817952079,864691136425681967
734,838,16.75462825609691,0,0,0,864691136177726726,864691135572576237
822,1845,16.75601527810233,0,0,0,864691136914445809,864691135764583990
695,1109,16.756730946100397,0,0,0,864691135211568576,864691135476495936
452,1490,16.758060030922476,0,0,0,864691136380268245,864691135464795710
1150,1507,16.761909199133626,0,0,0,864691135662825456,864691135571515270
1226,2255,16.76567922871012,0,0,0,864691135211926464,864691135474504498
680,2295,16.765955982287476,0,0,0,864691135157210468,864691134966714655
1497,1830,16.765992246210818,0,0,0,864691135764932662,864691135060727707
561,1439,16.769574353572644,0,0,0,864691135276234469,864691136665051614
608,1224,16.773441865043694,0,0,0,864691135473453362,864691135756460754
223,1182,16.773983665188172,0,0,0,864691135809456669,864691135083577335
556,1691,16.775649018741376,0,0,0,864691135183999490,864691136381353685
203,2037,16.77793789474729,0,0,0,864691135293398284,864691135939925813
366,880,16.778258312470868,0,0,0,864691135492308071,864691135941549825
492,595,16.778691248127853,0,0,0,864691136058646488,864691135757002450
1150,1320,16.779051701452,0,0,0,864691135662825456,864691135655894978
952,1470,16.782596700153356,0,0,0,864691135123833127,864691135396485877
948,1428,16.79119007098656,0,0,0,864691135694421439,864691136664680926
2109,2169,16.79473441290446,0,0,0,864691135135019168,864691135739587697
106,2202,16.799390465132962,0,0,0,864691135787537348,864691135727961663
917,2049,16.800977114441924,0,0,0,864691136452602367,864691136137210507
542,982,16.804791697608177,0,0,0,864691136117811876,864691135566274391
1240,1512,16.805197291314393,0,0,0,864691135464995134,864691135493149927
1633,2303,16.81051290115804,0,0,0,864691136118771108,864691135469845388
699,1405,16.81109157669423,0,0,0,864691135838788755,864691135584019053
596,615,16.81203378535747,0,0,0,864691136579193108,864691135868334870
570,1583,16.819950059378844,0,0,0,864691135782241616,864691135717386266
221,248,16.821671736186083,0,0,0,864691135688823008,864691136424990255
536,1165,16.825019465070508,0,0,0,864691135699522069,864691135430859056
574,716,16.82555770249539,0,0,0,864691136101340021,864691135725920939
701,2293,16.82588672254753,0,0,0,864691135782506832,864691135375888840
1457,1458,16.82643253931146,0,0,0,864691135976979567,864691136126503206
1136,1779,16.827925362325576,0,0,0,864691135395833333,864691136177629702
528,1423,16.82987248911887,0,0,0,864691135948010081,864691135493079135
184,1182,16.833674821618644,0,0,0,864691135565770007,864691135083577335
1166,1255,16.83967125569847,0,0,0,864691135455875690,864691135183646466
1838,2222,16.844620743727102,0,0,0,864691135518173395,864691136229363025
583,2259,16.846231626093708,0,0,0,864691136052637171,864691136011768494
447,538,16.84800000000003,0,0,0,864691135369087481,864691135947366692
1288,2042,16.85164063229452,0,0,0,864691135577221406,864691135272069285
613,2091,16.853357172978857,0,0,0,864691136484364844,864691135720701745
1604,2227,16.85528617377946,0,0,0,864691136927566154,864691135396940021
544,1204,16.85838236605154,0,0,0,864691137198844737,864691135469215372
157,924,16.859052405162053,0,0,0,864691135778290109,864691135919749808
1047,1557,16.859604740325235,0,0,0,864691135214246528,864691135811335116
479,1913,16.863855786859705,0,0,0,864691136618795227,864691135616183499
135,879,16.864518018609353,0,0,0,864691135995711402,864691135271343525
1723,1732,16.86919085196441,0,0,0,864691135375655880,864691135656579010
934,964,16.869799761704346,0,0,0,864691135970293605,864691136596177570
1904,1971,16.872728291536006,0,0,0,864691135886132080,864691135695057855
459,2266,16.87743108414314,0,0,0,864691135196475434,864691135060882843
1592,1817,16.882547675040005,0,0,0,864691135294187190,864691135499707667
769,1229,16.883345640008706,0,0,0,864691136125985318,864691135294767884
506,1670,16.8880151586857,0,0,0,864691135782156880,864691135015652246
968,1149,16.898060480422004,0,0,0,864691136926764362,864691135211756736
1621,2126,16.898774393428663,0,0,0,864691135398892065,864691135928376590
1541,2073,16.89970413942212,0,0,0,864691135478429352,864691135431648048
712,1487,16.900120709628098,0,0,0,864691135465113157,864691136620914829
1079,1426,16.903945101661865,0,0,0,864691135562048225,864691135164434989
943,2031,16.90577179545499,0,0,0,864691136137237899,864691136091634487
2255,2298,16.907301144771797,0,0,0,864691135474504498,864691135165079085
1736,2300,16.908224744188804,0,0,0,864691135751110185,864691135765013302
264,679,16.91162913500645,0,0,0,864691135577956101,864691135741930603
1000,1500,16.915687393659194,0,0,0,864691135510406921,864691135520064650
2089,2189,16.916540544685766,0,0,0,864691136034412219,864691135741889940
1590,2287,16.932250884037845,0,0,0,864691135920571056,864691135465100189
232,2209,16.93263452626323,0,0,0,864691135940881830,864691135309722950
181,424,16.936746322714942,0,0,0,864691136913135089,864691135276188133
1117,1332,16.93674632271505,0,0,0,864691135360482392,864691135493031519
444,1299,16.93976906572225,0,0,0,864691135276189669,864691135701272610
1096,1260,16.941302901488932,0,0,0,864691135470154834,864691135473954354
369,400,16.942558956662936,0,0,0,864691136117770660,864691136025184569
534,947,16.94316334100575,0,0,0,864691136275807757,864691135417307322
687,2315,16.94381303012979,0,0,0,864691135941300993,864691135886314096
1460,1854,16.948027849870893,0,0,0,864691135817949519,864691136138583677
1595,1804,16.949136143178546,0,0,0,864691135566966807,864691135717163802
1189,1309,16.95195469555052,0,0,0,864691135866223998,864691135939462453
2214,2266,16.953062732143664,0,0,0,864691136013554851,864691135060882843
284,1176,16.9545519551535,0,0,0,864691135492274791,864691136021997560
1354,1425,16.957833823929363,0,0,0,864691136991901845,864691135566657623
496,1318,16.962414922410098,0,0,0,864691135993020097,864691135741458324
1535,1538,16.96707022440823,0,0,0,864691135726881195,864691135757083346
838,2252,16.967432333738696,0,0,0,864691135572576237,864691134887552506
2248,2252,16.970987007242684,0,0,0,864691136177778950,864691134887552506
1393,1958,16.974938703865746,0,0,0,864691135839577235,864691135774221643
1110,1226,16.975104594670416,0,0,0,864691135760319822,864691135211926464
248,1379,16.976114985472968,0,0,0,864691136424990255,864691136967869902
792,1314,16.977773705642317,0,0,0,864691136363473634,864691136725343485
569,2034,16.978050771510766,0,0,0,864691135694264511,864691135493546591
1667,1830,16.983804049741078,0,0,0,864691136137293195,864691135060727707
605,1167,16.983939707853445,0,0,0,864691135279848865,864691136042688854
2190,2259,16.98516058210816,0,0,0,864691134991032954,864691136011768494
872,2163,16.987057661643394,0,0,0,864691135272003237,864691136034482107
2293,2300,16.990952886757157,0,0,0,864691135375888840,864691135765013302
183,2014,16.994728594478982,0,0,0,864691135697271450,864691136111478968
1144,1151,16.99523133117054,0,0,0,864691136313406781,864691135389195393
79,116,16.995828194001017,0,0,0,864691135809375005,864691135492276839
1158,1464,16.996867476096956,0,0,0,864691135398868257,864691135928395278
728,977,16.997821978124207,0,0,0,864691136085781356,864691135939017525
1120,1498,17.000015058816853,0,0,0,864691135324623260,864691135351096279
830,2231,17.005345042074254,0,0,0,864691135351066583,864691135398925345
606,1287,17.00546359262226,0,0,0,864691135885361520,864691135431088176
715,1899,17.010011169896437,0,0,0,864691136523081105,864691136034181307
2179,2307,17.01107027791015,0,0,0,864691135858282030,864691136034526651
221,1317,17.01302089577269,0,0,0,864691135688823008,864691136058023640
216,1103,17.021340017754284,0,0,0,864691135405700334,864691135347725215
548,1096,17.024368417066167,0,0,0,864691136488591378,864691135470154834
1444,2076,17.02777589704535,0,0,0,864691135464928318,864691135738969220
447,1171,17.028450546071365,0,0,0,864691135369087481,864691135778604640
1186,1248,17.02881135017948,0,0,0,864691135369002233,864691135809663773
1206,1298,17.030885825464306,0,0,0,864691135976425327,864691135480311494
1445,2172,17.03765054225497,0,0,0,864691136336039091,864691135757092306
1998,2182,17.04098400914684,0,0,0,864691136102207349,864691136453384959
1296,1725,17.041021565622167,0,0,0,864691135271696549,864691135212492992
713,2297,17.041451581364743,0,0,0,864691136274488254,864691136927801674
497,1287,17.044206053671157,0,0,0,864691136107855065,864691135431088176
1141,1576,17.044440735911508,0,0,0,864691136424640047,864691135592502539
1566,1824,17.04806006559111,0,0,0,864691135732210873,864691136091532855
460,1445,17.05127326624019,0,0,0,864691135562842337,864691136336039091
1212,1429,17.05231479887704,0,0,0,864691136013161891,864691135566649431
1507,2024,17.055039372572523,0,0,0,864691135571515270,864691135662774512
706,1145,17.057440839703933,0,0,0,864691135503344477,864691135941435393
1491,1532,17.05969190812075,0,0,0,864691135280944545,864691135977045871
1569,2261,17.070404798949625,0,0,0,864691136579629844,864691135499964947
1522,1806,17.070860318097626,0,0,0,864691135741998484,864691135340055782
939,2298,17.07559849609959,0,0,0,864691135594982187,864691135165079085
1275,1996,17.075680952746815,0,0,0,864691135939209988,864691135928151310
281,521,17.076370574568752,0,0,0,864691135466158917,864691135778815421
1199,1339,17.076492379877138,0,0,0,864691136927187786,864691135885663600
366,1204,17.082193770122217,0,0,0,864691135492308071,864691135469215372
934,935,17.092561189008492,0,0,0,864691135970293605,864691136363161570
174,1188,17.093519707772334,0,0,0,864691136228250961,864691135447540882
992,1174,17.10064139148007,0,0,0,864691136603306193,864691136967985870
117,1204,17.101208378357338,0,0,0,864691135271590309,864691135469215372
1358,1468,17.1014254376645,0,0,0,864691136118359716,864691135447653010
1803,2037,17.106134572135243,0,0,0,864691135646778863,864691135939925813
1165,1606,17.106852895842636,0,0,0,864691135430859056,864691136675427975
1064,1224,17.108020107540238,0,0,0,864691135763447862,864691135756460754
1507,1852,17.115214284372826,0,0,0,864691135571515270,864691137056393846
192,1182,17.11584996428755,0,0,0,864691135477448360,864691135083577335
1127,1232,17.116410838724406,0,0,0,864691135347733151,864691135866576604
426,1225,17.118841082269558,0,0,0,864691136380400341,864691136913691121
386,887,17.11892519990683,0,0,0,864691136033116347,864691135502902338
180,1454,17.123037113783212,0,0,0,864691136005322698,864691135866947804
1201,1606,17.125204816293436,0,0,0,864691135324705692,864691136675427975
1533,1539,17.12657817545592,0,0,0,864691136381301461,864691135941975974
881,1398,17.128170013168248,0,0,0,864691135386940245,864691135587371132
1422,1831,17.13148026295452,0,0,0,864691135809954845,864691135448698196
1118,1464,17.13695048717836,0,0,0,864691135585713528,864691135928395278
178,697,17.13797187534168,0,0,0,864691135014734486,864691134886335738
1884,2086,17.143357897448244,0,0,0,864691135732318393,864691135210387321
1458,1961,17.143910405738833,0,0,0,864691136126503206,864691136664950750
766,1277,17.144925779950213,0,0,0,864691135726340523,864691135917058150
734,1665,17.15168843000597,0,0,0,864691136177726726,864691135928366606
464,1486,17.152748118013054,0,0,0,864691135498973715,864691135493620831
669,2007,17.153552168574215,0,0,0,864691136228723281,864691135764678198
1566,2102,17.154583760616184,0,0,0,864691135732210873,864691136914414321
1220,1265,17.162431529360806,0,0,0,864691135989177347,864691136138335101
165,608,17.1652784422508,0,0,0,864691136903387826,864691135473453362
939,1590,17.16666723624599,0,0,0,864691135594982187,864691135920571056
200,1561,17.171647329245904,0,0,0,864691136330101226,864691135699301397
1304,2138,17.17336169769917,0,0,0,864691135212078784,864691134887444730
618,2180,17.17827837706682,0,0,0,864691135587666812,864691135492749415
580,1508,17.17838455734418,0,0,0,864691136975144988,864691135954640675
1807,2256,17.179964144316422,0,0,0,864691135867984005,864691135215381304
312,2110,17.180545276562135,0,0,0,864691135947873377,864691135853198023
737,1477,17.18187137654102,0,0,0,864691135955262472,864691135732557241
2054,2259,17.18243754535418,0,0,0,864691135570303724,864691136011768494
1095,1571,17.183033492372633,0,0,0,864691136954050527,864691135954393891
733,1228,17.18434450306444,0,0,0,864691136953631711,864691135473961522
1457,2209,17.186861959066338,0,0,0,864691135976979567,864691135309722950
1000,2098,17.18707607477199,0,0,0,864691135510406921,864691136954019039
1668,1883,17.19567759641943,0,0,0,864691135164887853,864691134966495519
1662,2149,17.19659873347052,0,0,0,864691136138988157,864691135764946742
937,1291,17.198327360531295,0,0,0,864691135763364662,864691135476793920
1239,1982,17.19880926110867,0,0,0,864691135375767369,864691135977666883
591,680,17.20395303411399,0,0,0,864691135694415551,864691135157210468
31,1362,17.208218501634633,0,0,0,864691136118294692,864691134966249759
746,1342,17.20850580381684,0,0,0,864691135720245297,864691136195906774
298,1438,17.209309108735297,0,0,0,864691135866477957,864691136177127174
592,2314,17.217682073961054,0,0,0,864691136101341045,864691135480916422
674,727,17.219003455484874,0,0,0,864691135335937513,864691135741963627
1501,1626,17.21973379585174,0,0,0,864691135656578242,864691136275166398
113,172,17.2203488930974,0,0,0,864691136578820884,864691135397023777
556,946,17.225818761382534,0,0,0,864691135183999490,864691136238679567
526,1166,17.227641045714943,0,0,0,864691135591533579,864691135455875690
118,2121,17.2278193628793,0,0,0,864691136012173475,864691136058804696
1608,2154,17.23144474500033,0,0,0,864691135350717399,864691136196979020
200,2178,17.23196471676979,0,0,0,864691136330101226,864691135779049056
1465,2175,17.234133572651725,0,0,0,864691135778773856,864691135480892614
1640,1797,17.237029906570402,0,0,0,864691136011686318,864691135742664043
1472,2030,17.238112193624943,0,0,0,864691135853088967,864691135977010031
841,1304,17.238485316291538,0,0,0,864691135464263742,864691135212078784
243,2232,17.23907932576441,0,0,0,864691135584504429,864691136314491965
891,1580,17.2432201169039,0,0,0,864691136914541041,864691135274830353
592,1063,17.245268800456508,0,0,0,864691136101341045,864691136391034487
2064,2085,17.245968340455686,0,0,0,864691135577749022,864691135496381840
519,575,17.24881816241325,0,0,0,864691136389921911,864691135801463650
881,1482,17.25048034113833,0,0,0,864691135386940245,864691135850033758
1261,2288,17.25217203716679,0,0,0,864691135773694795,864691134966710559
941,2031,17.25236493933515,0,0,0,864691135838916755,864691136091634487
599,750,17.25966395964883,0,0,0,864691135725838763,864691136136838027
438,1066,17.25996060250427,0,0,0,864691136596060322,864691136488621842
458,1859,17.262467031105356,0,0,0,864691135993150913,864691135060651419
253,822,17.265922043146094,0,0,0,864691135586240120,864691136914445809
1421,1831,17.266016564338187,0,0,0,864691135867644805,864691135448698196
505,1398,17.26607587148855,0,0,0,864691135455400554,864691135587371132
951,1264,17.274317584205782,0,0,0,864691135447312274,864691136125956134
1690,2083,17.281142554819695,0,0,0,864691135442606920,864691136364308962
747,1276,17.28201469736686,0,0,0,864691136275729677,864691135849610334
1114,1519,17.28239983335647,0,0,0,864691136210885820,864691136438666398
2019,2176,17.283621842657894,0,0,0,864691135409937097,864691136043380566
665,872,17.288657090705378,0,0,0,864691135943593332,864691135272003237
327,679,17.290191439078985,0,0,0,864691135573296677,864691135741930603
1082,1730,17.292913693186552,0,0,0,864691135646017007,864691135778542509
673,2033,17.293818548834082,0,0,0,864691136991359893,864691136041575422
174,1184,17.297814890904604,0,0,0,864691136228250961,864691136905458866
1312,1961,17.298954419270515,0,0,0,864691136335553971,864691136664950750
745,938,17.30075975210332,0,0,0,864691135868946966,864691135615661771
